"setDate"	"flipDate"	"days"	"fID"	"repl"	"treat"	"NstartF"	"NstartM"	"box"	"ccoord"	"rcoord"	"deadF"	"deadM"	"cens"	"carriedF"	"carriedM"	"lifespan_age"	"age"	"sireid"	"damid"	"id"	"NewAge"
2016-03-08	2016-03-11	3	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	3	3	"S11"	"D31"	"S11D31_a_HS"	5
2016-03-08	2016-03-14	6	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	6	6	"S11"	"D31"	"S11D31_a_HS"	8
2016-03-08	2016-03-15	7	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	7	7	"S11"	"D31"	"S11D31_a_HS"	9
2016-03-08	2016-03-18	10	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	10	10	"S11"	"D31"	"S11D31_a_HS"	12
2016-03-08	2016-03-21	13	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	13	13	"S11"	"D31"	"S11D31_a_HS"	15
2016-03-08	2016-03-22	14	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	14	14	"S11"	"D31"	"S11D31_a_HS"	16
2016-03-08	2016-03-25	17	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	17	17	"S11"	"D31"	"S11D31_a_HS"	19
2016-03-08	2016-03-28	20	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	20	20	"S11"	"D31"	"S11D31_a_HS"	22
2016-03-08	2016-03-29	21	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	21	21	"S11"	"D31"	"S11D31_a_HS"	23
2016-03-08	2016-04-01	24	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	24	24	"S11"	"D31"	"S11D31_a_HS"	26
2016-03-08	2016-04-04	27	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	27	27	"S11"	"D31"	"S11D31_a_HS"	29
2016-03-08	2016-04-05	28	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	28	28	"S11"	"D31"	"S11D31_a_HS"	30
2016-03-08	2016-04-08	31	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	31	31	"S11"	"D31"	"S11D31_a_HS"	33
2016-03-08	2016-04-11	34	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	34	34	"S11"	"D31"	"S11D31_a_HS"	36
2016-03-08	2016-04-12	35	"S11D31_a"	"a"	"HS"	19	6	2	8	2	1	0	0	0	0	35	35	"S11"	"D31"	"S11D31_a_HS"	37
2016-03-08	2016-04-15	38	"S11D31_a"	"a"	"HS"	19	6	2	8	2	1	0	0	0	0	38	38	"S11"	"D31"	"S11D31_a_HS"	40
2016-03-08	2016-04-18	41	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	1	0	0	0	41	41	"S11"	"D31"	"S11D31_a_HS"	43
2016-03-08	2016-04-19	42	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	42	42	"S11"	"D31"	"S11D31_a_HS"	44
2016-03-08	2016-04-22	45	"S11D31_a"	"a"	"HS"	19	6	2	8	2	1	0	0	0	0	45	45	"S11"	"D31"	"S11D31_a_HS"	47
2016-03-08	2016-04-25	48	"S11D31_a"	"a"	"HS"	19	6	2	8	2	2	0	0	0	0	48	48	"S11"	"D31"	"S11D31_a_HS"	50
2016-03-08	2016-04-26	49	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	49	49	"S11"	"D31"	"S11D31_a_HS"	51
2016-03-08	2016-04-29	52	"S11D31_a"	"a"	"HS"	19	6	2	8	2	1	0	0	0	0	52	52	"S11"	"D31"	"S11D31_a_HS"	54
2016-03-08	2016-05-02	55	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	1	0	0	0	55	55	"S11"	"D31"	"S11D31_a_HS"	57
2016-03-08	2016-05-03	56	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	56	56	"S11"	"D31"	"S11D31_a_HS"	58
2016-03-08	2016-05-06	59	"S11D31_a"	"a"	"HS"	19	6	2	8	2	1	0	0	0	0	59	59	"S11"	"D31"	"S11D31_a_HS"	61
2016-03-08	2016-05-09	62	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	1	0	0	0	62	62	"S11"	"D31"	"S11D31_a_HS"	64
2016-03-08	2016-05-10	63	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	1	0	0	0	63	63	"S11"	"D31"	"S11D31_a_HS"	65
2016-03-08	2016-05-13	66	"S11D31_a"	"a"	"HS"	19	6	2	8	2	3	0	0	0	0	66	66	"S11"	"D31"	"S11D31_a_HS"	68
2016-03-08	2016-05-16	69	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	69	69	"S11"	"D31"	"S11D31_a_HS"	71
2016-03-08	2016-05-17	70	"S11D31_a"	"a"	"HS"	19	6	2	8	2	1	0	0	0	0	70	70	"S11"	"D31"	"S11D31_a_HS"	72
2016-03-08	2016-05-20	73	"S11D31_a"	"a"	"HS"	19	6	2	8	2	2	0	0	1	0	73	73	"S11"	"D31"	"S11D31_a_HS"	75
2016-03-08	2016-05-23	76	"S11D31_a"	"a"	"HS"	19	6	2	8	2	2	0	0	0	0	76	76	"S11"	"D31"	"S11D31_a_HS"	78
2016-03-08	2016-05-24	77	"S11D31_a"	"a"	"HS"	19	6	2	8	2	3	0	0	2	0	77	77	"S11"	"D31"	"S11D31_a_HS"	79
2016-03-08	2016-05-27	80	"S11D31_a"	"a"	"HS"	19	6	2	8	2	3	1	0	0	0	80	80	"S11"	"D31"	"S11D31_a_HS"	82
2016-03-08	2016-05-30	83	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	83	83	"S11"	"D31"	"S11D31_a_HS"	85
2016-03-08	2016-05-31	84	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	0	0	0	0	84	84	"S11"	"D31"	"S11D31_a_HS"	86
2016-03-08	2016-06-03	87	"S11D31_a"	"a"	"HS"	19	6	2	8	2	0	1	0	0	0	87	87	"S11"	"D31"	"S11D31_a_HS"	89
2016-03-11	2016-03-15	4	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	4	4	"S11"	"D31"	"S11D31_a_LY"	6
2016-03-11	2016-03-18	7	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	7	7	"S11"	"D31"	"S11D31_a_LY"	9
2016-03-11	2016-03-21	10	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	10	10	"S11"	"D31"	"S11D31_a_LY"	12
2016-03-11	2016-03-22	11	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	11	11	"S11"	"D31"	"S11D31_a_LY"	13
2016-03-11	2016-03-25	14	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	14	14	"S11"	"D31"	"S11D31_a_LY"	16
2016-03-11	2016-03-28	17	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	17	17	"S11"	"D31"	"S11D31_a_LY"	19
2016-03-11	2016-03-29	18	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	18	18	"S11"	"D31"	"S11D31_a_LY"	20
2016-03-11	2016-04-01	21	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	21	21	"S11"	"D31"	"S11D31_a_LY"	23
2016-03-11	2016-04-04	24	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	24	24	"S11"	"D31"	"S11D31_a_LY"	26
2016-03-11	2016-04-05	25	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	25	25	"S11"	"D31"	"S11D31_a_LY"	27
2016-03-11	2016-04-08	28	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	28	28	"S11"	"D31"	"S11D31_a_LY"	30
2016-03-11	2016-04-11	31	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	31	31	"S11"	"D31"	"S11D31_a_LY"	33
2016-03-11	2016-04-12	32	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	32	32	"S11"	"D31"	"S11D31_a_LY"	34
2016-03-11	2016-04-15	35	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	35	35	"S11"	"D31"	"S11D31_a_LY"	37
2016-03-11	2016-04-18	38	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	38	38	"S11"	"D31"	"S11D31_a_LY"	40
2016-03-11	2016-04-19	39	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	39	39	"S11"	"D31"	"S11D31_a_LY"	41
2016-03-11	2016-04-22	42	"S11D31_a"	"a"	"LY"	15	6	1	5	1	1	0	0	0	0	42	42	"S11"	"D31"	"S11D31_a_LY"	44
2016-03-11	2016-04-25	45	"S11D31_a"	"a"	"LY"	15	6	1	5	1	1	0	0	0	0	45	45	"S11"	"D31"	"S11D31_a_LY"	47
2016-03-11	2016-04-26	46	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	46	46	"S11"	"D31"	"S11D31_a_LY"	48
2016-03-11	2016-04-29	49	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	49	49	"S11"	"D31"	"S11D31_a_LY"	51
2016-03-11	2016-05-02	52	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	52	52	"S11"	"D31"	"S11D31_a_LY"	54
2016-03-11	2016-05-03	53	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	53	53	"S11"	"D31"	"S11D31_a_LY"	55
2016-03-11	2016-05-06	56	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	56	56	"S11"	"D31"	"S11D31_a_LY"	58
2016-03-11	2016-05-09	59	"S11D31_a"	"a"	"LY"	15	6	1	5	1	1	0	0	0	0	59	59	"S11"	"D31"	"S11D31_a_LY"	61
2016-03-11	2016-05-10	60	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	60	60	"S11"	"D31"	"S11D31_a_LY"	62
2016-03-11	2016-05-13	63	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	63	63	"S11"	"D31"	"S11D31_a_LY"	65
2016-03-11	2016-05-16	66	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	2	0	0	0	66	66	"S11"	"D31"	"S11D31_a_LY"	68
2016-03-11	2016-05-17	67	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	0	0	0	0	67	67	"S11"	"D31"	"S11D31_a_LY"	69
2016-03-11	2016-05-20	70	"S11D31_a"	"a"	"LY"	15	6	1	5	1	0	2	0	0	0	70	70	"S11"	"D31"	"S11D31_a_LY"	72
2016-03-11	2016-05-23	73	"S11D31_a"	"a"	"LY"	15	6	1	5	1	1	1	0	0	0	73	73	"S11"	"D31"	"S11D31_a_LY"	75
2016-03-11	2016-05-24	74	"S11D31_a"	"a"	"LY"	15	6	1	5	1	1	0	0	0	0	74	74	"S11"	"D31"	"S11D31_a_LY"	76
2016-03-11	2016-05-27	77	"S11D31_a"	"a"	"LY"	15	6	1	5	1	2	0	0	0	0	77	77	"S11"	"D31"	"S11D31_a_LY"	79
2016-03-11	2016-05-30	80	"S11D31_a"	"a"	"LY"	15	6	1	5	1	6	1	0	0	0	80	80	"S11"	"D31"	"S11D31_a_LY"	82
2016-03-11	2016-05-31	81	"S11D31_a"	"a"	"LY"	15	6	1	5	1	1	0	0	0	0	81	81	"S11"	"D31"	"S11D31_a_LY"	83
2016-03-11	2016-06-03	84	"S11D31_a"	"a"	"LY"	15	6	1	5	1	1	0	0	0	0	84	84	"S11"	"D31"	"S11D31_a_LY"	86
2016-03-31	2016-04-01	1	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	1	1	"S11"	"D31"	"S11D31_a_STD"	3
2016-03-31	2016-04-04	4	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	4	4	"S11"	"D31"	"S11D31_a_STD"	6
2016-03-31	2016-04-05	5	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	5	5	"S11"	"D31"	"S11D31_a_STD"	7
2016-03-31	2016-04-08	8	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	8	8	"S11"	"D31"	"S11D31_a_STD"	10
2016-03-31	2016-04-11	11	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	11	11	"S11"	"D31"	"S11D31_a_STD"	13
2016-03-31	2016-04-12	12	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	12	12	"S11"	"D31"	"S11D31_a_STD"	14
2016-03-31	2016-04-15	15	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	15	15	"S11"	"D31"	"S11D31_a_STD"	17
2016-03-31	2016-04-18	18	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	18	18	"S11"	"D31"	"S11D31_a_STD"	20
2016-03-31	2016-04-19	19	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	19	19	"S11"	"D31"	"S11D31_a_STD"	21
2016-03-31	2016-04-22	22	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	22	22	"S11"	"D31"	"S11D31_a_STD"	24
2016-03-31	2016-04-25	25	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	25	25	"S11"	"D31"	"S11D31_a_STD"	27
2016-03-31	2016-04-26	26	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	26	26	"S11"	"D31"	"S11D31_a_STD"	28
2016-03-31	2016-04-29	29	"S11D31_a"	"a"	"STD"	14	6	2	4	1	1	0	0	0	0	29	29	"S11"	"D31"	"S11D31_a_STD"	31
2016-03-31	2016-05-02	32	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	32	32	"S11"	"D31"	"S11D31_a_STD"	34
2016-03-31	2016-05-03	33	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	33	33	"S11"	"D31"	"S11D31_a_STD"	35
2016-03-31	2016-05-06	36	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	36	36	"S11"	"D31"	"S11D31_a_STD"	38
2016-03-31	2016-05-09	39	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	39	39	"S11"	"D31"	"S11D31_a_STD"	41
2016-03-31	2016-05-10	40	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	40	40	"S11"	"D31"	"S11D31_a_STD"	42
2016-03-31	2016-05-13	43	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	1	0	0	0	43	43	"S11"	"D31"	"S11D31_a_STD"	45
2016-03-31	2016-05-16	46	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	1	0	0	0	46	46	"S11"	"D31"	"S11D31_a_STD"	48
2016-03-31	2016-05-17	47	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	47	47	"S11"	"D31"	"S11D31_a_STD"	49
2016-03-31	2016-05-20	50	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	50	50	"S11"	"D31"	"S11D31_a_STD"	52
2016-03-31	2016-05-23	53	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	53	53	"S11"	"D31"	"S11D31_a_STD"	55
2016-03-31	2016-05-24	54	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	54	54	"S11"	"D31"	"S11D31_a_STD"	56
2016-03-31	2016-05-27	57	"S11D31_a"	"a"	"STD"	14	6	2	4	1	2	0	0	0	0	57	57	"S11"	"D31"	"S11D31_a_STD"	59
2016-03-31	2016-05-30	60	"S11D31_a"	"a"	"STD"	14	6	2	4	1	4	3	0	0	0	60	60	"S11"	"D31"	"S11D31_a_STD"	62
2016-03-31	2016-05-31	61	"S11D31_a"	"a"	"STD"	14	6	2	4	1	1	0	0	0	0	61	61	"S11"	"D31"	"S11D31_a_STD"	63
2016-03-31	2016-06-03	64	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	64	64	"S11"	"D31"	"S11D31_a_STD"	66
2016-03-31	2016-06-06	67	"S11D31_a"	"a"	"STD"	14	6	2	4	1	3	1	0	0	0	67	67	"S11"	"D31"	"S11D31_a_STD"	69
2016-03-31	2016-06-07	68	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	68	68	"S11"	"D31"	"S11D31_a_STD"	70
2016-03-31	2016-06-10	71	"S11D31_a"	"a"	"STD"	14	6	2	4	1	0	0	0	0	0	71	71	"S11"	"D31"	"S11D31_a_STD"	73
2016-03-31	2016-06-13	74	"S11D31_a"	"a"	"STD"	14	6	2	4	1	2	0	0	0	0	74	74	"S11"	"D31"	"S11D31_a_STD"	76
2016-02-29	2016-03-01	1	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	1	1	"S11"	"D32"	"S11D32_a_STD"	3
2016-02-29	2016-03-02	2	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	2	2	"S11"	"D32"	"S11D32_a_STD"	4
2016-02-29	2016-03-04	4	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	4	4	"S11"	"D32"	"S11D32_a_STD"	6
2016-02-29	2016-03-07	7	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	1	0	0	7	7	"S11"	"D32"	"S11D32_a_STD"	9
2016-02-29	2016-03-08	8	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	8	8	"S11"	"D32"	"S11D32_a_STD"	10
2016-02-29	2016-03-11	11	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	11	11	"S11"	"D32"	"S11D32_a_STD"	13
2016-02-29	2016-03-14	14	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	14	14	"S11"	"D32"	"S11D32_a_STD"	16
2016-02-29	2016-03-15	15	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	15	15	"S11"	"D32"	"S11D32_a_STD"	17
2016-02-29	2016-03-18	18	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	18	18	"S11"	"D32"	"S11D32_a_STD"	20
2016-02-29	2016-03-21	21	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	21	21	"S11"	"D32"	"S11D32_a_STD"	23
2016-02-29	2016-03-22	22	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	22	22	"S11"	"D32"	"S11D32_a_STD"	24
2016-02-29	2016-03-25	25	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	25	25	"S11"	"D32"	"S11D32_a_STD"	27
2016-02-29	2016-03-28	28	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	28	28	"S11"	"D32"	"S11D32_a_STD"	30
2016-02-29	2016-03-29	29	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	29	29	"S11"	"D32"	"S11D32_a_STD"	31
2016-02-29	2016-04-01	32	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	32	32	"S11"	"D32"	"S11D32_a_STD"	34
2016-02-29	2016-04-04	35	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	1	0	0	0	35	35	"S11"	"D32"	"S11D32_a_STD"	37
2016-02-29	2016-04-05	36	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	36	36	"S11"	"D32"	"S11D32_a_STD"	38
2016-02-29	2016-04-08	39	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	39	39	"S11"	"D32"	"S11D32_a_STD"	41
2016-02-29	2016-04-11	42	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	42	42	"S11"	"D32"	"S11D32_a_STD"	44
2016-02-29	2016-04-12	43	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	43	43	"S11"	"D32"	"S11D32_a_STD"	45
2016-02-29	2016-04-15	46	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	1	0	0	0	46	46	"S11"	"D32"	"S11D32_a_STD"	48
2016-02-29	2016-04-18	49	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	49	49	"S11"	"D32"	"S11D32_a_STD"	51
2016-02-29	2016-04-19	50	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	50	50	"S11"	"D32"	"S11D32_a_STD"	52
2016-02-29	2016-04-22	53	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	53	53	"S11"	"D32"	"S11D32_a_STD"	55
2016-02-29	2016-04-25	56	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	1	0	0	0	56	56	"S11"	"D32"	"S11D32_a_STD"	58
2016-02-29	2016-04-26	57	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	57	57	"S11"	"D32"	"S11D32_a_STD"	59
2016-02-29	2016-04-29	60	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	60	60	"S11"	"D32"	"S11D32_a_STD"	62
2016-02-29	2016-05-02	63	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	1	0	0	0	63	63	"S11"	"D32"	"S11D32_a_STD"	65
2016-02-29	2016-05-03	64	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	1	0	0	0	64	64	"S11"	"D32"	"S11D32_a_STD"	66
2016-02-29	2016-05-06	67	"S11D32_a"	"a"	"STD"	24	6	2	4	9	3	0	0	0	0	67	67	"S11"	"D32"	"S11D32_a_STD"	69
2016-02-29	2016-05-09	70	"S11D32_a"	"a"	"STD"	24	6	2	4	9	1	0	0	0	0	70	70	"S11"	"D32"	"S11D32_a_STD"	72
2016-02-29	2016-05-10	71	"S11D32_a"	"a"	"STD"	24	6	2	4	9	1	0	0	0	0	71	71	"S11"	"D32"	"S11D32_a_STD"	73
2016-02-29	2016-05-13	74	"S11D32_a"	"a"	"STD"	24	6	2	4	9	5	0	0	0	0	74	74	"S11"	"D32"	"S11D32_a_STD"	76
2016-02-29	2016-05-16	77	"S11D32_a"	"a"	"STD"	24	6	2	4	9	1	0	0	0	0	77	77	"S11"	"D32"	"S11D32_a_STD"	79
2016-02-29	2016-05-17	78	"S11D32_a"	"a"	"STD"	24	6	2	4	9	2	0	0	0	0	78	78	"S11"	"D32"	"S11D32_a_STD"	80
2016-02-29	2016-05-20	81	"S11D32_a"	"a"	"STD"	24	6	2	4	9	6	0	0	0	0	81	81	"S11"	"D32"	"S11D32_a_STD"	83
2016-02-29	2016-05-23	84	"S11D32_a"	"a"	"STD"	24	6	2	4	9	2	1	0	0	0	84	84	"S11"	"D32"	"S11D32_a_STD"	86
2016-02-29	2016-05-24	85	"S11D32_a"	"a"	"STD"	24	6	2	4	9	0	0	0	0	0	85	85	"S11"	"D32"	"S11D32_a_STD"	87
2016-02-29	2016-05-27	88	"S11D32_a"	"a"	"STD"	24	6	2	4	9	2	0	0	0	0	88	88	"S11"	"D32"	"S11D32_a_STD"	90
2016-03-05	2016-03-07	2	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	2	2	"S11"	"D32"	"S11D32_b_STD"	4
2016-03-05	2016-03-08	3	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	3	3	"S11"	"D32"	"S11D32_b_STD"	5
2016-03-05	2016-03-11	6	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	6	6	"S11"	"D32"	"S11D32_b_STD"	8
2016-03-05	2016-03-14	9	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	9	9	"S11"	"D32"	"S11D32_b_STD"	11
2016-03-05	2016-03-15	10	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	10	10	"S11"	"D32"	"S11D32_b_STD"	12
2016-03-05	2016-03-18	13	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	13	13	"S11"	"D32"	"S11D32_b_STD"	15
2016-03-05	2016-03-21	16	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	16	16	"S11"	"D32"	"S11D32_b_STD"	18
2016-03-05	2016-03-22	17	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	17	17	"S11"	"D32"	"S11D32_b_STD"	19
2016-03-05	2016-03-25	20	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	20	20	"S11"	"D32"	"S11D32_b_STD"	22
2016-03-05	2016-03-28	23	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	23	23	"S11"	"D32"	"S11D32_b_STD"	25
2016-03-05	2016-03-29	24	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	24	24	"S11"	"D32"	"S11D32_b_STD"	26
2016-03-05	2016-04-01	27	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	27	27	"S11"	"D32"	"S11D32_b_STD"	29
2016-03-05	2016-04-04	30	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	30	30	"S11"	"D32"	"S11D32_b_STD"	32
2016-03-05	2016-04-05	31	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	31	31	"S11"	"D32"	"S11D32_b_STD"	33
2016-03-05	2016-04-08	34	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	34	34	"S11"	"D32"	"S11D32_b_STD"	36
2016-03-05	2016-04-11	37	"S11D32_b"	"b"	"STD"	16	6	2	10	8	1	0	0	0	0	37	37	"S11"	"D32"	"S11D32_b_STD"	39
2016-03-05	2016-04-12	38	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	38	38	"S11"	"D32"	"S11D32_b_STD"	40
2016-03-05	2016-04-15	41	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	41	41	"S11"	"D32"	"S11D32_b_STD"	43
2016-03-05	2016-04-18	44	"S11D32_b"	"b"	"STD"	16	6	2	10	8	1	0	0	0	0	44	44	"S11"	"D32"	"S11D32_b_STD"	46
2016-03-05	2016-04-19	45	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	45	45	"S11"	"D32"	"S11D32_b_STD"	47
2016-03-05	2016-04-22	48	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	48	48	"S11"	"D32"	"S11D32_b_STD"	50
2016-03-05	2016-04-25	51	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	1	0	0	0	51	51	"S11"	"D32"	"S11D32_b_STD"	53
2016-03-05	2016-04-26	52	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	52	52	"S11"	"D32"	"S11D32_b_STD"	54
2016-03-05	2016-04-29	55	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	55	55	"S11"	"D32"	"S11D32_b_STD"	57
2016-03-05	2016-05-02	58	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	1	0	0	0	58	58	"S11"	"D32"	"S11D32_b_STD"	60
2016-03-05	2016-05-03	59	"S11D32_b"	"b"	"STD"	16	6	2	10	8	0	0	0	0	0	59	59	"S11"	"D32"	"S11D32_b_STD"	61
