camera_id,handcounted,handcount,test_case,visually_recheck,setDate,flipDate,days,fID,repl,treat,NstartF,NstartM,box,ccoord,rcoord,deadF,deadM,cens,carriedF,carriedM,X__1,X__2,lower_thresh,area_linear,predicted_count_linear,egg_count
IMG_1947.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S23D68_a,a,STD,24,6,3,8,7,0,0,0,0,0,NA,NA,46,142899,1086.7527843891085,1086.7527843891085
IMG_1948.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-08T00:00:00Z,6,S21D63_b,b,STD,18,6,1,6,8,0,0,0,0,0,b repl on image,NA,46,75043,570.7051077957989,570.7051077957989
IMG_1949.JPG,NA,NA,NA,NA,2016-02-26T00:00:00Z,2016-03-08T00:00:00Z,11,S9D25_a,a,STD,24,6,2,4,10,0,0,0,0,0,NA,NA,46,101953,775.3567668550709,775.3567668550709
IMG_1952.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S9D27_a,a,LY,24,6,2,3,10,0,0,0,0,0,NA,NA,46,60358,459.02507757337565,459.02507757337565
IMG_1953.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-08T00:00:00Z,6,S25D73_a,a,LY,19,6,3,4,9,0,0,0,0,0,NA,NA,46,87681,666.8176186538843,666.8176186538843
IMG_1954.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-08T00:00:00Z,6,S33D97_a,a,LY,14,6,2,6,2,0,0,0,0,0,NA,NA,46,50954,387.5072700002284,387.5072700002284
IMG_1956.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S7D21_a,a,LY,24,6,3,10,3,0,0,0,0,0,NA,NA,46,48691,370.29706173374257,370.29706173374257
IMG_1957.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S19D55_a,a,LY,24,6,2,3,2,0,0,0,0,0,NA,NA,46,53471,406.6491587349808,406.6491587349808
IMG_1960.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S5D14_a,a,LY,13,6,3,10,7,0,0,0,0,0,NA,NA,46,26813,203.91397006154813,203.91397006154813
IMG_1961.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-08T00:00:00Z,6,S1D1_a,a,LY,17,6,1,8,10,0,0,0,0,0,NA,NA,46,57194,434.9627271733929,434.9627271733929
IMG_1962.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S19D56_a,a,LY,17,6,1,8,8,0,0,0,0,0,NA,NA,46,44596,339.15441796385335,339.15441796385335
IMG_1963.JPG,NA,NA,NA,NA,2016-02-26T00:00:00Z,2016-03-08T00:00:00Z,11,S7D19_a,a,LY,21,6,1,5,2,0,0,0,0,0,repl a,NA,46,60137,457.34436346515946,457.34436346515946
IMG_1964.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S47D139_a,a,LY,24,6,4,4,10,0,0,0,0,0,NA,NA,46,111278,846.27377617234,846.27377617234
IMG_1965.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S49D145_a,a,LY,23,6,1,2,5,0,0,0,0,0,NA,NA,46,78935,600.3039281993175,600.3039281993175
IMG_1966.JPG,NA,NA,NA,NA,2016-02-26T00:00:00Z,2016-03-08T00:00:00Z,11,S3D7_a,a,LY,24,6,1,5,9,0,0,0,0,0,NA,NA,46,115721,880.0629742845788,880.0629742845788
IMG_1967.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S31D91_a,a,LY,18,6,5,3,4,0,0,0,0,0,NA,NA,46,41301,314.0958071648827,314.0958071648827
IMG_1968.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S33D98_a,a,LY,19,6,5,3,7,0,0,0,0,0,NA,NA,46,55622,423.007602385538,423.007602385538
IMG_1970.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-08T00:00:00Z,6,S27D81_a,a,LY,19,6,5,3,9,0,0,0,0,0,NA,NA,46,64338,489.29314160369535,489.29314160369535
IMG_1972.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S41D123_a,a,LY,24,6,4,7,1,0,0,0,0,0,image wth no repl id,NA,46,140332,1067.2306435936737,1067.2306435936737
IMG_1973.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-08T00:00:00Z,6,S3D9_a,a,LY,20,6,1,5,5,0,0,0,0,0,NA,NA,46,122411,930.940700003885,930.940700003885
IMG_1974.JPG,NA,NA,NA,NA,2016-03-02T00:00:00Z,2016-03-08T00:00:00Z,6,S1D3_a,a,LY,24,6,2,3,8,0,0,0,0,0,NA,NA,46,70908,539.2582623773637,539.2582623773637
IMG_1976.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S37D109_a,a,LY,17,6,3,7,10,0,0,0,0,0,NA,NA,46,24370,185.33485437660568,185.33485437660568
IMG_1977.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S13D37_a,a,LY,21,6,4,1,3,0,0,0,0,0,NA,NA,46,51205,389.41613534485407,389.41613534485407
IMG_1978.JPG,NA,NA,NA,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S23D69_a,a,LY,15,6,4,1,9,0,0,0,0,0,NA,NA,46,26496,201.50317199682166,201.50317199682166
IMG_1980.JPG,yes,782,yes,NA,2016-02-29T00:00:00Z,2016-03-08T00:00:00Z,8,S13D38_a,a,LY,24,6,2,9,4,0,0,0,0,0,NA,NA,46,57712,438.90213852206267,782
IMG_1981.JPG,yes,636,yes,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S7D19_b,b,LY,17,6,3,4,5,0,0,0,0,0,"repl a, assume b",NA,46,37428,284.64148254442335,636
IMG_1982.JPG,yes,371,yes,NA,2016-03-05T00:00:00Z,2016-03-08T00:00:00Z,3,S9D26_a,a,LY,15,6,1,8,3,0,0,0,0,0,image wth no repl id,NA,46,34237,260.3737960316721,371
IMG_1983.JPG,yes,781,yes,NA,2016-03-05T00:00:00Z,2016-03-15T00:00:00Z,10,S3D9_a,a,HS,18,6,4,9,10,0,0,0,0,0,NA,NA,46,101795,774.1551703433145,781
IMG_1987.JPG,yes,996,yes,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S57D171_b,b,HS,23,6,6,9,10,0,0,0,0,0,NA,NA,46,86851,660.5054344465564,996
IMG_1988.JPG,yes,1195,yes,NA,2016-03-11T00:00:00Z,2016-03-15T00:00:00Z,4,S61D181_a,a,HS,21,6,6,3,1,0,0,0,0,0,labeled s61d183 a,NA,46,109009,829.0179376585724,1195
IMG_1989.JPG,NA,NA,NA,NA,2016-03-11T00:00:00Z,2016-03-15T00:00:00Z,4,S7D19_a,a,HS,22,6,4,9,9,0,0,0,0,0,NA,NA,46,115175,875.9106217819269,875.9106217819269
IMG_1990.JPG,NA,NA,NA,NA,2016-03-08T00:00:00Z,2016-03-15T00:00:00Z,7,S59D177_a,a,HS,21,6,6,9,5,0,0,0,0,0,NA,NA,46,122061,928.2789355791082,928.2789355791082
IMG_1991.JPG,NA,NA,NA,NA,2016-02-26T00:00:00Z,2016-03-15T00:00:00Z,18,S19D55_a,a,HS,24,6,5,5,2,1,0,0,0,0,NA,NA,46,125945,957.8169156529176,957.8169156529176
IMG_1992.JPG,NA,NA,NA,NA,2016-02-29T00:00:00Z,2016-03-15T00:00:00Z,15,S13D39_a,a,HS,24,6,5,5,6,1,0,1,0,0,NA,NA,46,143975,1094.935808734994,1094.935808734994
IMG_1993.JPG,yes,897,yes,NA,2016-02-29T00:00:00Z,2016-03-15T00:00:00Z,15,S27D80_a,a,HS,24,6,5,2,7,0,0,0,0,0,NA,NA,46,107409,816.8498717167353,897
