model,HS_STD,LY_STD,HS_LY,n_eff,DR_STD,HS_DR
"Tri: V = diag(3) * 1.002, nu = 0.02",0.7124563794013441,NA,NA,66155.33006346232,0.9312949197741216,0.7238309154463799
