camera_id,img_size
IMG_2679.JPG,2360
IMG_2680.JPG,2304
IMG_2681.JPG,2384
IMG_2682.JPG,2328
IMG_2683.JPG,2360
IMG_2684.JPG,2352
IMG_2685.JPG,2416
IMG_2686.JPG,2384
IMG_2687.JPG,2336
IMG_2688.JPG,2352
IMG_2689.JPG,2344
IMG_2690.JPG,2312
IMG_2691.JPG,2328
IMG_2692.JPG,2312
IMG_2693.JPG,2328
IMG_2694.JPG,2360
IMG_2695.JPG,2360
IMG_2696.JPG,2352
IMG_2697.JPG,2320
IMG_2698.JPG,2400
IMG_2699.JPG,2376
IMG_2700.JPG,2368
IMG_2701.JPG,2304
IMG_2702.JPG,2304
IMG_2703.JPG,2272
IMG_2704.JPG,2232
IMG_2705.JPG,2320
IMG_2706.JPG,2280
IMG_2707.JPG,2272
IMG_2708.JPG,2288
IMG_2710.JPG,2296
IMG_2711.JPG,2296
IMG_2712.JPG,2312
IMG_2713.JPG,2336
IMG_2714.JPG,2280
IMG_2716.JPG,2272
IMG_2717.JPG,2360
IMG_2718.JPG,2352
IMG_2719.JPG,2312
IMG_2720.JPG,2304
IMG_2721.JPG,2360
IMG_2723.JPG,2392
IMG_2724.JPG,2332
IMG_2725.JPG,2328
IMG_2726.JPG,2400
IMG_2727.JPG,2344
IMG_2728.JPG,2280
IMG_2729.JPG,2344
IMG_2730.JPG,2328
IMG_2731.JPG,2368
IMG_2732.JPG,2248
IMG_2733.JPG,2336
IMG_2734.JPG,2348
IMG_2735.JPG,2344
IMG_2736.JPG,2312
IMG_2737.JPG,2328
IMG_2738.JPG,2336
IMG_2739.JPG,2232
IMG_2740.JPG,2296
IMG_2741.JPG,2256
IMG_2742.JPG,2264
IMG_2743.JPG,2352
IMG_2744.JPG,2352
IMG_2745.JPG,2328
IMG_2746.JPG,2312
IMG_2747.JPG,2312
IMG_2748.JPG,2288
IMG_2749.JPG,2384
IMG_2750.JPG,2339
IMG_2751.JPG,2354
IMG_2752.JPG,2359
IMG_2753.JPG,2359
IMG_2754.JPG,2359
IMG_2756.JPG,3401
IMG_2757.JPG,3399
IMG_2758.JPG,3423
IMG_2759.JPG,3361
IMG_2760.JPG,3386
IMG_2761.JPG,3346
IMG_2762.JPG,3245
IMG_2763.JPG,3157
IMG_2764.JPG,3288
IMG_2765.JPG,3283
IMG_2766.JPG,3446
IMG_2767.JPG,3427
IMG_2768.JPG,3322
IMG_2769.JPG,3361
IMG_2770.JPG,3324
IMG_2771.JPG,3340
IMG_2772.JPG,3356
IMG_2773.JPG,3301
IMG_2774.JPG,3410
IMG_2775.JPG,3422
IMG_2776.JPG,3411
IMG_2777.JPG,3439
IMG_2778.JPG,3102
IMG_2779.JPG,3424
IMG_2780.JPG,3420
IMG_2781.JPG,3368
IMG_2782.JPG,3336
IMG_2783.JPG,3376
IMG_2784.JPG,3384
IMG_2785.JPG,3404
IMG_2786.JPG,3352
IMG_2787.JPG,3416
IMG_2788.JPG,3408
IMG_2789.JPG,3456
IMG_2790.JPG,3432
IMG_2791.JPG,3364
IMG_2792.JPG,3416
IMG_2793.JPG,3448
IMG_2794.JPG,3368
IMG_2795.JPG,3392
IMG_2796.JPG,3296
IMG_2797.JPG,3304
IMG_2798.JPG,3392
IMG_2799.JPG,3344
IMG_2800.JPG,3404
IMG_2801.JPG,3356
IMG_2802.JPG,3344
IMG_2803.JPG,3368
