"setDate"	"flipDate"	"age"	"NewAge"	"fID"	"id"	"sireid"	"damid"	"repl"	"treat"	"NstartM"	"status"
"2016-02-26"	"2016-03-15"	18	20	"S5D13_a"	"S5D13_a_HS"	"S5"	"D13"	"a"	"HS"	6	2
"2016-02-26"	"2016-03-15"	18	20	"S5D13_a"	"S5D13_a_HS"	"S5"	"D13"	"a"	"HS"	6	2
"2016-02-26"	"2016-03-18"	21	23	"S5D13_a"	"S5D13_a_HS"	"S5"	"D13"	"a"	"HS"	6	2
"2016-02-26"	"2016-03-28"	31	33	"S5D13_a"	"S5D13_a_HS"	"S5"	"D13"	"a"	"HS"	6	2
"2016-02-26"	"2016-04-01"	35	37	"S5D13_a"	"S5D13_a_HS"	"S5"	"D13"	"a"	"HS"	6	2
"2016-03-08"	"2016-04-04"	27	29	"S5D13_a"	"S5D13_a_LY"	"S5"	"D13"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-11"	34	36	"S5D13_a"	"S5D13_a_LY"	"S5"	"D13"	"a"	"LY"	6	2
"2016-03-08"	"2016-05-02"	55	57	"S5D13_a"	"S5D13_a_LY"	"S5"	"D13"	"a"	"LY"	6	2
"2016-03-08"	"2016-05-06"	59	61	"S5D13_a"	"S5D13_a_LY"	"S5"	"D13"	"a"	"LY"	6	2
"2016-03-08"	"2016-05-09"	62	64	"S5D13_a"	"S5D13_a_LY"	"S5"	"D13"	"a"	"LY"	6	2
"2016-03-08"	"2016-05-09"	62	64	"S5D13_a"	"S5D13_a_LY"	"S5"	"D13"	"a"	"LY"	6	2
"2016-03-11"	"2016-04-01"	21	23	"S5D13_a"	"S5D13_a_STD"	"S5"	"D13"	"a"	"STD"	6	2
"2016-03-11"	"2016-04-19"	39	41	"S5D13_a"	"S5D13_a_STD"	"S5"	"D13"	"a"	"STD"	6	2
"2016-03-11"	"2016-04-25"	45	47	"S5D13_a"	"S5D13_a_STD"	"S5"	"D13"	"a"	"STD"	6	2
"2016-03-11"	"2016-05-02"	52	54	"S5D13_a"	"S5D13_a_STD"	"S5"	"D13"	"a"	"STD"	6	2
"2016-03-11"	"2016-05-02"	52	54	"S5D13_a"	"S5D13_a_STD"	"S5"	"D13"	"a"	"STD"	6	2
"2016-03-02"	"2016-03-18"	16	18	"S5D13_b"	"S5D13_b_HS"	"S5"	"D13"	"b"	"HS"	6	2
"2016-03-02"	"2016-03-22"	20	22	"S5D13_b"	"S5D13_b_HS"	"S5"	"D13"	"b"	"HS"	6	2
"2016-03-02"	"2016-04-18"	47	49	"S5D13_b"	"S5D13_b_HS"	"S5"	"D13"	"b"	"HS"	6	2
"2016-03-05"	"2016-04-08"	34	36	"S5D14_a"	"S5D14_a_LY"	"S5"	"D14"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-25"	51	53	"S5D14_a"	"S5D14_a_LY"	"S5"	"D14"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-25"	51	53	"S5D14_a"	"S5D14_a_LY"	"S5"	"D14"	"a"	"LY"	6	2
"2016-03-05"	"2016-05-13"	69	71	"S5D14_a"	"S5D14_a_LY"	"S5"	"D14"	"a"	"LY"	6	2
"2016-03-05"	"2016-05-13"	69	71	"S5D14_a"	"S5D14_a_LY"	"S5"	"D14"	"a"	"LY"	6	2
"2016-03-05"	"2016-05-16"	72	74	"S5D14_a"	"S5D14_a_LY"	"S5"	"D14"	"a"	"LY"	6	2
"2016-03-05"	"2016-05-23"	79	81	"S5D14_a"	"S5D14_a_LY"	"S5"	"D14"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-25"	48	50	"S5D14_a"	"S5D14_a_STD"	"S5"	"D14"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-06"	59	61	"S5D14_a"	"S5D14_a_STD"	"S5"	"D14"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-06"	59	61	"S5D14_a"	"S5D14_a_STD"	"S5"	"D14"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-13"	66	68	"S5D14_a"	"S5D14_a_STD"	"S5"	"D14"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-13"	66	68	"S5D14_a"	"S5D14_a_STD"	"S5"	"D14"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-17"	70	72	"S5D14_a"	"S5D14_a_STD"	"S5"	"D14"	"a"	"STD"	6	2
"2016-03-11"	"2016-04-18"	38	40	"S5D14_b"	"S5D14_b_STD"	"S5"	"D14"	"b"	"STD"	6	2
"2016-03-11"	"2016-05-02"	52	54	"S5D14_b"	"S5D14_b_STD"	"S5"	"D14"	"b"	"STD"	6	2
"2016-03-11"	"2016-05-02"	52	54	"S5D14_b"	"S5D14_b_STD"	"S5"	"D14"	"b"	"STD"	6	2
"2016-03-11"	"2016-05-06"	56	58	"S5D14_b"	"S5D14_b_STD"	"S5"	"D14"	"b"	"STD"	6	2
"2016-03-08"	"2016-03-14"	6	8	"S5D15_a"	"S5D15_a_HS"	"S5"	"D15"	"a"	"HS"	6	2
"2016-03-08"	"2016-03-18"	10	12	"S5D15_a"	"S5D15_a_HS"	"S5"	"D15"	"a"	"HS"	6	2
"2016-03-08"	"2016-04-22"	45	47	"S5D15_a"	"S5D15_a_HS"	"S5"	"D15"	"a"	"HS"	6	2
"2016-03-08"	"2016-04-25"	48	50	"S5D15_a"	"S5D15_a_HS"	"S5"	"D15"	"a"	"HS"	6	2
"2016-03-08"	"2016-05-02"	55	57	"S5D15_a"	"S5D15_a_HS"	"S5"	"D15"	"a"	"HS"	6	2
"2016-03-08"	"2016-05-06"	59	61	"S5D15_a"	"S5D15_a_HS"	"S5"	"D15"	"a"	"HS"	6	2
"2016-03-02"	"2016-05-03"	62	64	"S5D15_a"	"S5D15_a_LY"	"S5"	"D15"	"a"	"LY"	6	2
"2016-03-02"	"2016-05-09"	68	70	"S5D15_a"	"S5D15_a_LY"	"S5"	"D15"	"a"	"LY"	6	2
"2016-03-02"	"2016-05-13"	72	74	"S5D15_a"	"S5D15_a_LY"	"S5"	"D15"	"a"	"LY"	6	2
"2016-03-02"	"2016-05-13"	72	74	"S5D15_a"	"S5D15_a_LY"	"S5"	"D15"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-25"	51	53	"S5D15_a"	"S5D15_a_STD"	"S5"	"D15"	"a"	"STD"	6	2
"2016-03-05"	"2016-05-06"	62	64	"S5D15_a"	"S5D15_a_STD"	"S5"	"D15"	"a"	"STD"	6	2
"2016-03-05"	"2016-05-06"	62	64	"S5D15_a"	"S5D15_a_STD"	"S5"	"D15"	"a"	"STD"	6	2
"2016-03-05"	"2016-05-06"	62	64	"S5D15_a"	"S5D15_a_STD"	"S5"	"D15"	"a"	"STD"	6	2
"2016-03-05"	"2016-05-06"	62	64	"S5D15_a"	"S5D15_a_STD"	"S5"	"D15"	"a"	"STD"	6	2
"2016-03-05"	"2016-05-13"	69	71	"S5D15_a"	"S5D15_a_STD"	"S5"	"D15"	"a"	"STD"	6	2
"2016-03-24"	"2016-04-15"	22	24	"S5D15_b"	"S5D15_b_HS"	"S5"	"D15"	"b"	"HS"	6	2
"2016-03-24"	"2016-05-02"	39	41	"S5D15_b"	"S5D15_b_HS"	"S5"	"D15"	"b"	"HS"	6	2
"2016-03-24"	"2016-05-09"	46	48	"S5D15_b"	"S5D15_b_HS"	"S5"	"D15"	"b"	"HS"	6	2
"2016-03-24"	"2016-05-09"	46	48	"S5D15_b"	"S5D15_b_HS"	"S5"	"D15"	"b"	"HS"	6	2
"2016-03-24"	"2016-05-13"	50	52	"S5D15_b"	"S5D15_b_HS"	"S5"	"D15"	"b"	"HS"	6	2
"2016-03-11"	"2016-04-25"	45	47	"S5D15_b"	"S5D15_b_LY"	"S5"	"D15"	"b"	"LY"	6	2
"2016-03-11"	"2016-04-26"	46	48	"S5D15_b"	"S5D15_b_LY"	"S5"	"D15"	"b"	"LY"	6	2
"2016-03-11"	"2016-05-13"	63	65	"S5D15_b"	"S5D15_b_LY"	"S5"	"D15"	"b"	"LY"	6	2
"2016-03-11"	"2016-05-13"	63	65	"S5D15_b"	"S5D15_b_LY"	"S5"	"D15"	"b"	"LY"	6	2
"2016-03-11"	"2016-05-13"	63	65	"S5D15_b"	"S5D15_b_LY"	"S5"	"D15"	"b"	"LY"	6	2
"2016-03-11"	"2016-05-20"	70	72	"S5D15_b"	"S5D15_b_LY"	"S5"	"D15"	"b"	"LY"	6	2
"2016-03-21"	"2016-04-15"	25	27	"S5D15_b"	"S5D15_b_STD"	"S5"	"D15"	"b"	"STD"	6	2
"2016-03-21"	"2016-05-10"	50	52	"S5D15_b"	"S5D15_b_STD"	"S5"	"D15"	"b"	"STD"	6	2
"2016-03-11"	"2016-04-04"	24	26	"S61D181_a"	"S61D181_a_HS"	"S61"	"D181"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-22"	42	44	"S61D181_a"	"S61D181_a_HS"	"S61"	"D181"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-29"	49	51	"S61D181_a"	"S61D181_a_HS"	"S61"	"D181"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-29"	49	51	"S61D181_a"	"S61D181_a_HS"	"S61"	"D181"	"a"	"HS"	6	2
"2016-03-11"	"2016-05-27"	77	79	"S61D181_a"	"S61D181_a_HS"	"S61"	"D181"	"a"	"HS"	6	2
"2016-03-08"	"2016-04-19"	42	44	"S61D181_a"	"S61D181_a_LY"	"S61"	"D181"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-19"	42	44	"S61D181_a"	"S61D181_a_LY"	"S61"	"D181"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-22"	45	47	"S61D181_a"	"S61D181_a_LY"	"S61"	"D181"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-22"	45	47	"S61D181_a"	"S61D181_a_LY"	"S61"	"D181"	"a"	"LY"	6	2
"2016-03-08"	"2016-05-23"	76	78	"S61D181_a"	"S61D181_a_LY"	"S61"	"D181"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-18"	44	46	"S61D181_a"	"S61D181_a_STD"	"S61"	"D181"	"a"	"STD"	6	2
"2016-03-05"	"2016-05-06"	62	64	"S61D181_a"	"S61D181_a_STD"	"S61"	"D181"	"a"	"STD"	6	2
"2016-03-05"	"2016-05-06"	62	64	"S61D181_a"	"S61D181_a_STD"	"S61"	"D181"	"a"	"STD"	6	2
"2016-03-21"	"2016-04-15"	25	27	"S61D181_b"	"S61D181_b_HS"	"S61"	"D181"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-22"	32	34	"S61D181_b"	"S61D181_b_HS"	"S61"	"D181"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-25"	35	37	"S61D181_b"	"S61D181_b_HS"	"S61"	"D181"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-29"	39	41	"S61D181_b"	"S61D181_b_HS"	"S61"	"D181"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-29"	39	41	"S61D181_b"	"S61D181_b_HS"	"S61"	"D181"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-06"	46	48	"S61D181_b"	"S61D181_b_HS"	"S61"	"D181"	"b"	"HS"	6	2
"2016-03-15"	"2016-04-18"	34	36	"S61D181_b"	"S61D181_b_LY"	"S61"	"D181"	"b"	"LY"	6	2
"2016-03-15"	"2016-04-25"	41	43	"S61D181_b"	"S61D181_b_LY"	"S61"	"D181"	"b"	"LY"	6	2
"2016-03-15"	"2016-05-09"	55	57	"S61D181_b"	"S61D181_b_LY"	"S61"	"D181"	"b"	"LY"	6	2
"2016-03-15"	"2016-05-27"	73	75	"S61D181_b"	"S61D181_b_LY"	"S61"	"D181"	"b"	"LY"	6	2
"2016-03-08"	"2016-04-11"	34	36	"S61D181_b"	"S61D181_b_STD"	"S61"	"D181"	"b"	"STD"	6	2
"2016-03-08"	"2016-04-18"	41	43	"S61D181_b"	"S61D181_b_STD"	"S61"	"D181"	"b"	"STD"	6	2
"2016-03-08"	"2016-04-22"	45	47	"S61D181_b"	"S61D181_b_STD"	"S61"	"D181"	"b"	"STD"	6	2
"2016-03-08"	"2016-04-25"	48	50	"S61D181_b"	"S61D181_b_STD"	"S61"	"D181"	"b"	"STD"	6	2
"2016-03-08"	"2016-05-02"	55	57	"S61D181_b"	"S61D181_b_STD"	"S61"	"D181"	"b"	"STD"	6	2
"2016-03-08"	"2016-05-06"	59	61	"S61D181_b"	"S61D181_b_STD"	"S61"	"D181"	"b"	"STD"	6	2
"2016-03-08"	"2016-04-08"	31	33	"S61D182_a"	"S61D182_a_HS"	"S61"	"D182"	"a"	"HS"	6	2
"2016-03-08"	"2016-04-11"	34	36	"S61D182_a"	"S61D182_a_HS"	"S61"	"D182"	"a"	"HS"	6	2
"2016-03-08"	"2016-04-11"	34	36	"S61D182_a"	"S61D182_a_HS"	"S61"	"D182"	"a"	"HS"	6	2
"2016-03-08"	"2016-05-09"	62	64	"S61D182_a"	"S61D182_a_HS"	"S61"	"D182"	"a"	"HS"	6	2
"2016-03-08"	"2016-05-10"	63	65	"S61D182_a"	"S61D182_a_HS"	"S61"	"D182"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-25"	45	47	"S61D182_a"	"S61D182_a_LY"	"S61"	"D182"	"a"	"LY"	6	2
"2016-03-11"	"2016-05-06"	56	58	"S61D182_a"	"S61D182_a_LY"	"S61"	"D182"	"a"	"LY"	6	2
"2016-03-11"	"2016-05-09"	59	61	"S61D182_a"	"S61D182_a_LY"	"S61"	"D182"	"a"	"LY"	6	2
"2016-03-11"	"2016-05-27"	77	79	"S61D182_a"	"S61D182_a_LY"	"S61"	"D182"	"a"	"LY"	6	2
"2016-03-11"	"2016-05-30"	80	82	"S61D182_a"	"S61D182_a_LY"	"S61"	"D182"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-18"	41	43	"S61D182_a"	"S61D182_a_STD"	"S61"	"D182"	"a"	"STD"	6	2
"2016-03-08"	"2016-04-29"	52	54	"S61D182_a"	"S61D182_a_STD"	"S61"	"D182"	"a"	"STD"	6	2
"2016-03-21"	"2016-04-11"	21	23	"S61D182_b"	"S61D182_b_HS"	"S61"	"D182"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-29"	39	41	"S61D182_b"	"S61D182_b_HS"	"S61"	"D182"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-02"	42	44	"S61D182_b"	"S61D182_b_HS"	"S61"	"D182"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-16"	56	58	"S61D182_b"	"S61D182_b_HS"	"S61"	"D182"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-20"	60	62	"S61D182_b"	"S61D182_b_HS"	"S61"	"D182"	"b"	"HS"	6	2
"2016-03-24"	"2016-05-16"	53	55	"S61D182_b"	"S61D182_b_LY"	"S61"	"D182"	"b"	"LY"	6	2
"2016-03-24"	"2016-05-16"	53	55	"S61D182_b"	"S61D182_b_LY"	"S61"	"D182"	"b"	"LY"	6	2
"2016-03-24"	"2016-05-16"	53	55	"S61D182_b"	"S61D182_b_LY"	"S61"	"D182"	"b"	"LY"	6	2
"2016-03-24"	"2016-05-27"	64	66	"S61D182_b"	"S61D182_b_LY"	"S61"	"D182"	"b"	"LY"	6	2
"2016-03-15"	"2016-04-18"	34	36	"S61D182_b"	"S61D182_b_STD"	"S61"	"D182"	"b"	"STD"	6	2
"2016-03-15"	"2016-04-22"	38	40	"S61D182_b"	"S61D182_b_STD"	"S61"	"D182"	"b"	"STD"	6	2
"2016-03-15"	"2016-05-06"	52	54	"S61D182_b"	"S61D182_b_STD"	"S61"	"D182"	"b"	"STD"	6	2
"2016-03-15"	"2016-05-06"	52	54	"S61D182_b"	"S61D182_b_STD"	"S61"	"D182"	"b"	"STD"	6	2
"2016-03-15"	"2016-05-23"	69	71	"S61D182_b"	"S61D182_b_STD"	"S61"	"D182"	"b"	"STD"	6	2
"2016-03-15"	"2016-05-27"	73	75	"S61D182_b"	"S61D182_b_STD"	"S61"	"D182"	"b"	"STD"	6	2
"2016-03-15"	"2016-04-04"	20	22	"S61D183_a"	"S61D183_a_HS"	"S61"	"D183"	"a"	"HS"	6	2
"2016-03-15"	"2016-04-11"	27	29	"S61D183_a"	"S61D183_a_HS"	"S61"	"D183"	"a"	"HS"	6	2
"2016-03-15"	"2016-04-15"	31	33	"S61D183_a"	"S61D183_a_HS"	"S61"	"D183"	"a"	"HS"	6	2
"2016-03-15"	"2016-04-25"	41	43	"S61D183_a"	"S61D183_a_HS"	"S61"	"D183"	"a"	"HS"	6	2
"2016-03-15"	"2016-05-09"	55	57	"S61D183_a"	"S61D183_a_HS"	"S61"	"D183"	"a"	"HS"	6	2
"2016-03-15"	"2016-05-09"	55	57	"S61D183_a"	"S61D183_a_HS"	"S61"	"D183"	"a"	"HS"	6	2
"2016-03-05"	"2016-04-08"	34	36	"S61D183_a"	"S61D183_a_LY"	"S61"	"D183"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-11"	37	39	"S61D183_a"	"S61D183_a_LY"	"S61"	"D183"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-15"	41	43	"S61D183_a"	"S61D183_a_LY"	"S61"	"D183"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-18"	44	46	"S61D183_a"	"S61D183_a_LY"	"S61"	"D183"	"a"	"LY"	6	2
"2016-03-05"	"2016-04-29"	55	57	"S61D183_a"	"S61D183_a_LY"	"S61"	"D183"	"a"	"LY"	6	2
"2016-03-05"	"2016-05-13"	69	71	"S61D183_a"	"S61D183_a_LY"	"S61"	"D183"	"a"	"LY"	6	2
"2016-03-05"	"2016-05-23"	79	81	"S61D183_a"	"S61D183_a_LY"	"S61"	"D183"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-15"	38	40	"S61D183_a"	"S61D183_a_STD"	"S61"	"D183"	"a"	"STD"	6	2
"2016-03-08"	"2016-04-25"	48	50	"S61D183_a"	"S61D183_a_STD"	"S61"	"D183"	"a"	"STD"	6	2
"2016-03-08"	"2016-04-29"	52	54	"S61D183_a"	"S61D183_a_STD"	"S61"	"D183"	"a"	"STD"	6	2
"2016-03-11"	"2016-03-14"	3	5	"S61D183_b"	"S61D183_b_HS"	"S61"	"D183"	"b"	"HS"	6	2
"2016-03-11"	"2016-03-14"	3	5	"S61D183_b"	"S61D183_b_HS"	"S61"	"D183"	"b"	"HS"	6	2
"2016-03-11"	"2016-03-25"	14	16	"S61D183_b"	"S61D183_b_HS"	"S61"	"D183"	"b"	"HS"	6	2
"2016-03-11"	"2016-03-25"	14	16	"S61D183_b"	"S61D183_b_HS"	"S61"	"D183"	"b"	"HS"	6	2
"2016-03-11"	"2016-03-25"	14	16	"S61D183_b"	"S61D183_b_HS"	"S61"	"D183"	"b"	"HS"	6	2
"2016-03-11"	"2016-04-01"	21	23	"S61D183_b"	"S61D183_b_HS"	"S61"	"D183"	"b"	"HS"	6	2
"2016-03-11"	"2016-04-01"	21	23	"S61D183_b"	"S61D183_b_HS"	"S61"	"D183"	"b"	"HS"	6	2
"2016-03-08"	"2016-04-04"	27	29	"S61D183_b"	"S61D183_b_LY"	"S61"	"D183"	"b"	"LY"	6	2
"2016-03-08"	"2016-04-04"	27	29	"S61D183_b"	"S61D183_b_LY"	"S61"	"D183"	"b"	"LY"	6	2
"2016-03-08"	"2016-04-04"	27	29	"S61D183_b"	"S61D183_b_LY"	"S61"	"D183"	"b"	"LY"	6	2
"2016-03-08"	"2016-04-15"	38	40	"S61D183_b"	"S61D183_b_LY"	"S61"	"D183"	"b"	"LY"	6	2
"2016-03-28"	"2016-04-25"	28	30	"S61D183_b"	"S61D183_b_STD"	"S61"	"D183"	"b"	"STD"	6	2
"2016-03-28"	"2016-05-02"	35	37	"S61D183_b"	"S61D183_b_STD"	"S61"	"D183"	"b"	"STD"	6	2
"2016-03-28"	"2016-05-13"	46	48	"S61D183_b"	"S61D183_b_STD"	"S61"	"D183"	"b"	"STD"	6	2
"2016-03-11"	"2016-04-29"	49	51	"S7D19_a"	"S7D19_a_HS"	"S7"	"D19"	"a"	"HS"	6	2
"2016-03-11"	"2016-05-06"	56	58	"S7D19_a"	"S7D19_a_HS"	"S7"	"D19"	"a"	"HS"	6	2
"2016-03-11"	"2016-05-16"	66	68	"S7D19_a"	"S7D19_a_HS"	"S7"	"D19"	"a"	"HS"	6	2
"2016-02-26"	"2016-04-12"	46	48	"S7D19_a"	"S7D19_a_LY"	"S7"	"D19"	"a"	"LY"	6	2
"2016-02-26"	"2016-04-15"	49	51	"S7D19_a"	"S7D19_a_LY"	"S7"	"D19"	"a"	"LY"	6	2
"2016-02-26"	"2016-04-25"	59	61	"S7D19_a"	"S7D19_a_LY"	"S7"	"D19"	"a"	"LY"	6	2
"2016-02-26"	"2016-05-09"	73	75	"S7D19_a"	"S7D19_a_LY"	"S7"	"D19"	"a"	"LY"	6	2
"2016-02-26"	"2016-05-13"	77	79	"S7D19_a"	"S7D19_a_LY"	"S7"	"D19"	"a"	"LY"	6	2
"2016-02-26"	"2016-05-13"	77	79	"S7D19_a"	"S7D19_a_LY"	"S7"	"D19"	"a"	"LY"	6	2
"2016-03-08"	"2016-04-08"	31	33	"S7D19_a"	"S7D19_a_STD"	"S7"	"D19"	"a"	"STD"	6	2
"2016-03-08"	"2016-04-25"	48	50	"S7D19_a"	"S7D19_a_STD"	"S7"	"D19"	"a"	"STD"	6	2
"2016-03-08"	"2016-04-29"	52	54	"S7D19_a"	"S7D19_a_STD"	"S7"	"D19"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-06"	59	61	"S7D19_a"	"S7D19_a_STD"	"S7"	"D19"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-06"	59	61	"S7D19_a"	"S7D19_a_STD"	"S7"	"D19"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-09"	62	64	"S7D19_a"	"S7D19_a_STD"	"S7"	"D19"	"a"	"STD"	6	2
"2016-03-21"	"2016-03-28"	7	9	"S7D19_b"	"S7D19_b_HS"	"S7"	"D19"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-18"	28	30	"S7D19_b"	"S7D19_b_HS"	"S7"	"D19"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-26"	36	38	"S7D19_b"	"S7D19_b_HS"	"S7"	"D19"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-02"	42	44	"S7D19_b"	"S7D19_b_HS"	"S7"	"D19"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-03"	43	45	"S7D19_b"	"S7D19_b_HS"	"S7"	"D19"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-06"	46	48	"S7D19_b"	"S7D19_b_HS"	"S7"	"D19"	"b"	"HS"	6	2
"2016-03-05"	"2016-04-15"	41	43	"S7D19_b"	"S7D19_b_LY"	"S7"	"D19"	"b"	"LY"	6	2
"2016-03-05"	"2016-04-18"	44	46	"S7D19_b"	"S7D19_b_LY"	"S7"	"D19"	"b"	"LY"	6	2
"2016-03-05"	"2016-04-26"	52	54	"S7D19_b"	"S7D19_b_LY"	"S7"	"D19"	"b"	"LY"	6	2
"2016-03-05"	"2016-05-13"	69	71	"S7D19_b"	"S7D19_b_LY"	"S7"	"D19"	"b"	"LY"	6	2
"2016-03-05"	"2016-05-13"	69	71	"S7D19_b"	"S7D19_b_LY"	"S7"	"D19"	"b"	"LY"	6	2
"2016-03-05"	"2016-05-16"	72	74	"S7D19_b"	"S7D19_b_LY"	"S7"	"D19"	"b"	"LY"	6	2
"2016-03-24"	"2016-04-11"	18	20	"S7D19_b"	"S7D19_b_STD"	"S7"	"D19"	"b"	"STD"	6	2
"2016-03-24"	"2016-05-09"	46	48	"S7D19_b"	"S7D19_b_STD"	"S7"	"D19"	"b"	"STD"	6	2
"2016-03-24"	"2016-05-10"	47	49	"S7D19_b"	"S7D19_b_STD"	"S7"	"D19"	"b"	"STD"	6	2
"2016-03-24"	"2016-05-16"	53	55	"S7D19_b"	"S7D19_b_STD"	"S7"	"D19"	"b"	"STD"	6	2
"2016-03-11"	"2016-03-14"	3	5	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-04"	24	26	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-05"	25	27	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-11"	31	33	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-11"	31	33	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-04-22"	42	44	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-05-27"	77	79	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-05-27"	77	79	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-03-11"	"2016-05-27"	77	79	"S7D21_a"	"S7D21_a_HS"	"S7"	"D21"	"a"	"HS"	6	2
"2016-02-29"	"2016-04-05"	36	38	"S7D21_a"	"S7D21_a_LY"	"S7"	"D21"	"a"	"LY"	6	2
"2016-02-29"	"2016-04-18"	49	51	"S7D21_a"	"S7D21_a_LY"	"S7"	"D21"	"a"	"LY"	6	2
"2016-02-29"	"2016-04-29"	60	62	"S7D21_a"	"S7D21_a_LY"	"S7"	"D21"	"a"	"LY"	6	2
"2016-02-29"	"2016-05-02"	63	65	"S7D21_a"	"S7D21_a_LY"	"S7"	"D21"	"a"	"LY"	6	2
"2016-02-29"	"2016-05-13"	74	76	"S7D21_a"	"S7D21_a_LY"	"S7"	"D21"	"a"	"LY"	6	2
"2016-02-29"	"2016-05-16"	77	79	"S7D21_a"	"S7D21_a_LY"	"S7"	"D21"	"a"	"LY"	6	2
"2016-03-08"	"2016-03-25"	17	19	"S7D21_a"	"S7D21_a_STD"	"S7"	"D21"	"a"	"STD"	6	2
"2016-03-08"	"2016-04-01"	24	26	"S7D21_a"	"S7D21_a_STD"	"S7"	"D21"	"a"	"STD"	6	2
"2016-03-08"	"2016-04-26"	49	51	"S7D21_a"	"S7D21_a_STD"	"S7"	"D21"	"a"	"STD"	6	2
"2016-03-08"	"2016-05-02"	55	57	"S7D21_a"	"S7D21_a_STD"	"S7"	"D21"	"a"	"STD"	6	2
"2016-03-21"	"2016-04-11"	21	23	"S7D21_b"	"S7D21_b_HS"	"S7"	"D21"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-11"	21	23	"S7D21_b"	"S7D21_b_HS"	"S7"	"D21"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-19"	29	31	"S7D21_b"	"S7D21_b_HS"	"S7"	"D21"	"b"	"HS"	6	2
"2016-03-21"	"2016-04-26"	36	38	"S7D21_b"	"S7D21_b_HS"	"S7"	"D21"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-03"	43	45	"S7D21_b"	"S7D21_b_HS"	"S7"	"D21"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-06"	46	48	"S7D21_b"	"S7D21_b_HS"	"S7"	"D21"	"b"	"HS"	6	2
"2016-03-21"	"2016-05-23"	63	65	"S7D21_b"	"S7D21_b_HS"	"S7"	"D21"	"b"	"HS"	6	2
"2016-03-11"	"2016-04-18"	38	40	"S7D21_b"	"S7D21_b_LY"	"S7"	"D21"	"b"	"LY"	6	2
"2016-03-11"	"2016-04-26"	46	48	"S7D21_b"	"S7D21_b_LY"	"S7"	"D21"	"b"	"LY"	6	2
"2016-03-11"	"2016-05-06"	56	58	"S7D21_b"	"S7D21_b_LY"	"S7"	"D21"	"b"	"LY"	6	2
