prop_data,prop_train,lower,r,MSD
1,0.1,48,0.8072124765450281,0.17810845302205364
1,0.1,49,0.8099376697781933,0.17633294422132315
1,0.1,50,0.8123614354834512,0.17480498439804576
1,0.1,51,0.8138295673328869,0.17383410057554263
1,0.1,52,0.8143853215408111,0.17362099388976854
1,0.1,53,0.8144589358671014,0.17376776155201787
1,0.1,54,0.8140639305003791,0.1742327237977201
1,0.2,48,0.8096715705422611,0.15088039759931976
1,0.2,49,0.8120949190251658,0.1493562365305995
1,0.2,50,0.814171511866688,0.1481081321448715
1,0.2,51,0.8154863259455736,0.14740002363058655
1,0.2,52,0.8160863239766124,0.1471864394829111
1,0.2,53,0.8160957106938458,0.14745807991918375
1,0.2,54,0.8156446351476518,0.1480675799078699
1,0.30000000000000004,48,0.8091636609092181,0.14386739896803574
1,0.30000000000000004,49,0.8116294427326153,0.14237008102875695
1,0.30000000000000004,50,0.8137161699379228,0.14114882479374435
1,0.30000000000000004,51,0.8150713585337979,0.14041577223661703
1,0.30000000000000004,52,0.8156594497217207,0.14021338375326436
1,0.30000000000000004,53,0.8156719071645077,0.14039944420934788
1,0.30000000000000004,54,0.8152761164857929,0.14088386855442148
1,0.4,48,0.8085557786561915,0.14066053679201254
1,0.4,49,0.8110363844265723,0.13915765111920794
1,0.4,50,0.8130833693917071,0.1379329876633644
1,0.4,51,0.8144913035087955,0.13717817416704667
1,0.4,52,0.8150750173424759,0.1369297922540011
1,0.4,53,0.8151563285702255,0.13708226459387177
1,0.4,54,0.8146688768697724,0.13758563317368072
1,0.5,48,0.8076375990574403,0.13877670007813808
1,0.5,49,0.8101685343097197,0.1372641729955221
1,0.5,50,0.8122900159546225,0.13606652548613946
1,0.5,51,0.8136030216322994,0.1352980083985458
1,0.5,52,0.8142754282009246,0.13508580816752955
1,0.5,53,0.8142487903956901,0.135236916911306
1,0.5,54,0.8138145573107499,0.13569385930640113
1,0.6,48,0.8065070568006828,0.13769412238090356
1,0.6,49,0.8091619210510603,0.1361381306460068
1,0.6,50,0.8111887112567683,0.13497104928944198
1,0.6,51,0.8127035736488573,0.13415292888817804
1,0.6,52,0.8131478915737955,0.13398118485872781
1,0.6,53,0.8131878899201719,0.1341390928522611
1,0.6,54,0.8130099285176032,0.13447396826801372
1,0.7000000000000001,48,0.8045683808813335,0.13683047361661135
1,0.7000000000000001,49,0.8072830405767879,0.13529801019027765
1,0.7000000000000001,50,0.8093294175219713,0.13412774181167503
1,0.7000000000000001,51,0.8108582106029163,0.13333127401497885
1,0.7000000000000001,52,0.8115151374767683,0.13304989932868033
1,0.7000000000000001,53,0.8116580308980581,0.13316486415327347
1,0.7000000000000001,54,0.8112596600870378,0.13359933241150207
1,0.8,48,0.8014475472004788,0.13609934725334863
1,0.8,49,0.8040910160438707,0.1345938885941212
1,0.8,50,0.8063621018971232,0.13344735108863787
1,0.8,51,0.8078771327658009,0.13269053761203176
1,0.8,52,0.8086440091318813,0.13246258809990683
1,0.8,53,0.8088979387854126,0.13250053560828995
1,0.8,54,0.8084717227111937,0.13286884258747148
1,0.9,48,0.7939037736773487,0.13565407704880106
1,0.9,49,0.7970035433082826,0.1342754055887106
1,0.9,50,0.7992140458415512,0.13301689391648655
1,0.9,51,0.8014186718950138,0.1320930912320533
1,0.9,52,0.8022151679588672,0.1318027562751833
1,0.9,53,0.8022937432403974,0.13192552777517103
1,0.9,54,0.8022097342415297,0.1324138795919775
1,1,48,NA,NaN
1,1,49,NA,NaN
1,1,50,NA,NaN
1,1,51,NA,NaN
1,1,52,NA,NaN
1,1,53,NA,NaN
1,1,54,NA,NaN
