prop_data,prop_train,lower,r,MSD
1,0.5,30,0.8575266268456726,1.3849227570429763
1,0.5,35,0.9161081210340558,1.1881188210964448
1,0.5,40,0.9382901052477154,1.0575717534816171
1,0.5,45,0.9450405518402656,0.9566111516326794
1,0.5,50,0.9432089059707197,0.873589569115115
1,0.5,55,0.9362718055564039,0.8032241836388444
1,0.5,60,0.9259966247187391,0.7355125489704021
1,0.5,65,0.9118502932464385,0.6822709904212964
1,0.5,70,0.8954626759956226,0.6410668398542837
1,0.5,75,0.8774364206859525,0.6284502422276379
1,0.5,80,0.8585723577930662,0.6385995425218247
1,0.6,30,0.8536828404932365,1.3832666687178594
1,0.6,35,0.9135824789131849,1.1870496105808412
1,0.6,40,0.936501799831904,1.0562278681362294
1,0.6,45,0.9434145323937837,0.9555580883233876
1,0.6,50,0.9414805862433142,0.8724010182538514
1,0.6,55,0.9343109239591173,0.8026174481209446
1,0.6,60,0.9236955960160281,0.7352628170568319
1,0.6,65,0.9091596860255952,0.6818739814930772
1,0.6,70,0.892330681852552,0.6406911937003137
1,0.6,75,0.8739402267303183,0.6283031187936621
1,0.6,80,0.854937848528124,0.6381265538734691
1,0.7,30,0.8457885900774804,1.3819608861412669
1,0.7,35,0.9082033151693464,1.1870047235469128
1,0.7,40,0.932511737786787,1.0541339083973
1,0.7,45,0.9399418633363946,0.9560038945002607
1,0.7,50,0.937743652725927,0.8722023626995812
1,0.7,55,0.929908184788346,0.802342176662639
1,0.7,60,0.9184376902865543,0.7344282905141605
1,0.7,65,0.9030967846173409,0.6813271294021641
1,0.7,70,0.8854142746033643,0.6398368191904911
1,0.7,75,0.8662013765644925,0.6275524003668923
1,0.7,80,0.8467736331508421,0.6376067774224807
1,0.8,30,0.827460571292599,1.381840885933926
1,0.8,35,0.8954502457105743,1.1868573131935982
1,0.8,40,0.923188034715403,1.0550325001270051
1,0.8,45,0.9313682055756898,0.9541229272650542
1,0.8,50,0.9286128654951048,0.8722295074790865
1,0.8,55,0.9191773000279612,0.8023764557033234
1,0.8,60,0.9058018895198757,0.7338595102231844
1,0.8,65,0.888637293906765,0.6815455458610383
1,0.8,70,0.8689692404684416,0.6405452313060561
1,0.8,75,0.848108187850922,0.6273339916815799
1,0.8,80,0.8275096045434874,0.6368028483701991
1,0.9,30,0.7656330183140473,1.381407218820056
1,0.9,35,0.8501808133045553,1.1859098322004764
1,0.9,40,0.8887698622020344,1.054034134452764
1,0.9,45,0.9006685483285845,0.9555682974110268
1,0.9,50,0.8957497251446822,0.8717844220566285
1,0.9,55,0.8812784924464971,0.8010686931105743
1,0.9,60,0.8620961378682163,0.7342841995345205
1,0.9,65,0.838847129101503,0.6812480117078755
1,0.9,70,0.8129411142798937,0.6400582458774716
1,0.9,75,0.7872049105077475,0.6275230405076858
1,0.9,80,0.7627720158253672,0.6369100424256627
