camera_id,setDate,flipDate,days,id,fID,repl,treat,NstartF,NstartM,deadF,deadM,cens,carriedF,carriedM,egg_count,NewAge,lifespan_age,age,sireid,damid,n_females,eggs_per_female
IMG_1977.JPG,2016-02-29,2016-03-08,8,S13D37_a_LY,S13D37_a,a,LY,21,6,0,0,0,0,0,389.41613534485384,10,7,7,S13,D37,21,18.543625492612087
IMG_2529.JPG,2016-02-29,2016-03-22,22,S13D37_a_LY,S13D37_a,a,LY,21,6,0,0,0,0,0,912,24,21,21,S13,D37,20,45.6
IMG_3512.JPG,2016-02-29,2016-03-29,29,S13D37_a_LY,S13D37_a,a,LY,21,6,0,0,0,0,0,609.019305430158,31,28,28,S13,D37,20,30.450965271507904
IMG_2968.JPG,2016-02-29,2016-04-05,36,S13D37_a_LY,S13D37_a,a,LY,21,6,0,0,0,0,0,950.8659079836426,38,35,35,S13,D37,19,50.04557410440224
IMG_4243.JPG,2016-02-29,2016-04-12,43,S13D37_a_LY,S13D37_a,a,LY,24,6,0,0,0,0,0,351.3833242353994,45,42,42,S13,D37,19,18.49385917028418
IMG_4731.JPG,2016-02-29,2016-04-19,50,S13D37_a_LY,S13D37_a,a,LY,21,6,2,0,0,0,0,97.87688041965177,52,49,49,S13,D37,17,5.757463554097163
IMG_4070.JPG,2016-02-29,2016-04-26,57,S13D37_a_LY,S13D37_a,a,LY,21,6,0,0,0,0,0,28.541719674821532,59,56,56,S13,D37,13,2.195516898063195
IMG_5070.JPG,2016-02-29,2016-05-10,71,S13D37_a_LY,S13D37_a,a,LY,21,6,0,0,0,0,0,14.099746410103682,73,70,70,S13,D37,1,14.099746410103682
IMG_2173.JPG,2016-03-08,2016-03-15,7,S13D37_a_STD,S13D37_a,a,STD,24,6,0,0,0,0,0,1573.0951700019075,9,6,6,S13,D37,24,65.54563208341281
IMG_3495.JPG,2016-03-08,2016-03-29,21,S13D37_a_STD,S13D37_a,a,STD,24,6,0,0,0,0,0,2145.01708439189,23,20,20,S13,D37,24,89.37571184966208
IMG_2565.JPG,2016-03-08,2016-04-05,28,S13D37_a_STD,S13D37_a,a,STD,24,6,0,0,0,0,0,723.7413521380405,30,27,27,S13,D37,24,30.155889672418354
IMG_3382.JPG,2016-03-08,2016-04-12,35,S13D37_a_STD,S13D37_a,a,STD,18,6,0,0,0,0,0,487.1485199814463,37,34,34,S13,D37,23,21.180370433975927
IMG_4620.JPG,2016-03-08,2016-04-19,42,S13D37_a_STD,S13D37_a,a,STD,24,6,0,0,0,0,0,183.92792175208066,44,41,41,S13,D37,23,7.996866163133942
IMG_3925.JPG,2016-03-08,2016-04-26,49,S13D37_a_STD,S13D37_a,a,STD,24,6,0,0,0,0,0,150.89162271999308,51,48,48,S13,D37,22,6.858710123636049
IMG_4378.JPG,2016-03-08,2016-05-03,56,S13D37_a_STD,S13D37_a,a,STD,24,6,0,0,0,0,0,63.88995123585816,58,55,55,S13,D37,16,3.993121952241135
IMG_4968.JPG,2016-03-08,2016-05-10,63,S13D37_a_STD,S13D37_a,a,STD,24,6,1,0,0,0,0,57.48650653396641,65,62,62,S13,D37,5,11.497301306793283
IMG_3343.JPG,2016-03-21,2016-03-29,8,S13D37_b_HS,S13D37_b,b,HS,23,6,0,0,0,0,0,1156.3160963703476,10,7,7,S13,D37,23,50.27461288566729
IMG_2858.JPG,2016-03-21,2016-04-05,15,S13D37_b_HS,S13D37_b,b,HS,23,6,0,0,0,0,0,109.80919008386573,17,14,14,S13,D37,23,4.774312612341988
IMG_3527.JPG,2016-03-21,2016-04-12,22,S13D37_b_HS,S13D37_b,b,HS,18,6,0,0,0,0,0,1353.7505713178673,24,21,21,S13,D37,22,61.53411687808488
IMG_4607.JPG,2016-03-21,2016-04-19,29,S13D37_b_HS,S13D37_b,b,HS,23,6,0,0,0,0,0,178.60439290252694,31,28,28,S13,D37,22,8.118381495569407
IMG_3827.JPG,2016-03-21,2016-04-26,36,S13D37_b_HS,S13D37_b,b,HS,23,6,1,0,0,0,0,75.2670928914758,38,35,35,S13,D37,19,3.961425941656621
IMG_4366.JPG,2016-03-21,2016-05-03,43,S13D37_b_HS,S13D37_b,b,HS,23,6,0,0,0,0,0,16.837561247017018,45,42,42,S13,D37,17,0.9904447792362951
IMG_4957.JPG,2016-03-21,2016-05-10,50,S13D37_b_HS,S13D37_b,b,HS,23,6,1,0,0,0,0,81.36633594482163,52,49,49,S13,D37,10,8.136633594482163
