"setDate"	"flipDate"	"days"	"age"	"NewAge"	"fID"	"id"	"sireid"	"damid"	"repl"	"treat"	"NstartF"	"status"
"2016-03-08"	"2016-04-12"	35	35	37	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-04-15"	38	38	40	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-04-22"	45	45	47	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-04-25"	48	48	50	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-04-25"	48	48	50	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-04-29"	52	52	54	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-06"	59	59	61	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-13"	66	66	68	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-13"	66	66	68	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-13"	66	66	68	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-17"	70	70	72	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-20"	73	73	75	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-20"	73	73	75	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-23"	76	76	78	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-24"	77	77	79	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-24"	77	77	79	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-24"	77	77	79	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-08"	"2016-05-27"	80	80	82	"S11D31_a"	"S11D31_a_HS"	"S11"	"D31"	"a"	"HS"	19	2
"2016-03-11"	"2016-04-22"	42	42	44	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-04-25"	45	45	47	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-09"	59	59	61	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-23"	73	73	75	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-24"	74	74	76	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-27"	77	77	79	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-27"	77	77	79	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-05-31"	81	81	83	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-11"	"2016-06-03"	84	84	86	"S11D31_a"	"S11D31_a_LY"	"S11"	"D31"	"a"	"LY"	15	2
"2016-03-31"	"2016-04-29"	29	29	31	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-05-27"	57	57	59	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-05-27"	57	57	59	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-05-30"	60	60	62	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-05-30"	60	60	62	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-05-30"	60	60	62	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-05-30"	60	60	62	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-05-31"	61	61	63	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-06-06"	67	67	69	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-06-06"	67	67	69	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-06-06"	67	67	69	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-06-13"	74	74	76	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-03-31"	"2016-06-13"	74	74	76	"S11D31_a"	"S11D31_a_STD"	"S11"	"D31"	"a"	"STD"	14	2
"2016-02-29"	"2016-05-06"	67	67	69	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-06"	67	67	69	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-06"	67	67	69	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-09"	70	70	72	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-10"	71	71	73	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-13"	74	74	76	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-13"	74	74	76	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-13"	74	74	76	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-13"	74	74	76	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-13"	74	74	76	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-16"	77	77	79	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-17"	78	78	80	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-17"	78	78	80	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-20"	81	81	83	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-20"	81	81	83	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-20"	81	81	83	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-20"	81	81	83	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-20"	81	81	83	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-20"	81	81	83	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-23"	84	84	86	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-23"	84	84	86	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-27"	88	88	90	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-02-29"	"2016-05-27"	88	88	90	"S11D32_a"	"S11D32_a_STD"	"S11"	"D32"	"a"	"STD"	24	2
"2016-03-05"	"2016-04-11"	37	37	39	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-04-18"	44	44	46	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-06"	62	62	64	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-09"	65	65	67	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-09"	65	65	67	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-13"	69	69	71	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-13"	69	69	71	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-13"	69	69	71	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-13"	69	69	71	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-16"	72	72	74	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-16"	72	72	74	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-16"	72	72	74	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-23"	79	79	81	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-23"	79	79	81	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-23"	79	79	81	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-27"	83	83	85	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-05-27"	83	83	85	"S11D32_b"	"S11D32_b_STD"	"S11"	"D32"	"b"	"STD"	16	2
"2016-03-05"	"2016-03-08"	3	3	5	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-01"	27	27	29	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-01"	27	27	29	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-11"	37	37	39	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-11"	37	37	39	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-11"	37	37	39	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-15"	41	41	43	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-15"	41	41	43	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-25"	51	51	53	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-29"	55	55	57	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-29"	55	55	57	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-04-29"	55	55	57	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-03"	59	59	61	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-06"	62	62	64	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-10"	66	66	68	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-13"	69	69	71	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-16"	72	72	74	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-20"	76	76	78	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-20"	76	76	78	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-05"	"2016-05-30"	86	86	88	"S11D33_a"	"S11D33_a_HS"	"S11"	"D33"	"a"	"HS"	23	2
"2016-03-11"	"2016-03-21"	10	10	12	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-16"	66	66	68	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-23"	73	73	75	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-23"	73	73	75	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-23"	73	73	75	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-27"	77	77	79	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-27"	77	77	79	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-27"	77	77	79	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-27"	77	77	79	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-11"	"2016-05-30"	80	80	82	"S11D33_a"	"S11D33_a_LY"	"S11"	"D33"	"a"	"LY"	11	2
"2016-03-08"	"2016-03-18"	10	10	12	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-09"	62	62	64	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-13"	66	66	68	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-13"	66	66	68	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-16"	69	69	71	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-17"	70	70	72	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-17"	70	70	72	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-20"	73	73	75	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-20"	73	73	75	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-20"	73	73	75	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-20"	73	73	75	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-23"	76	76	78	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-23"	76	76	78	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-23"	76	76	78	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-27"	80	80	82	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-27"	80	80	82	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-27"	80	80	82	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-27"	80	80	82	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-30"	83	83	85	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-30"	83	83	85	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-05-30"	83	83	85	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-06-03"	87	87	89	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-06-03"	87	87	89	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-08"	"2016-06-03"	87	87	89	"S11D33_a"	"S11D33_a_STD"	"S11"	"D33"	"a"	"STD"	24	2
"2016-03-21"	"2016-04-19"	29	29	31	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-04-22"	32	32	34	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-04-22"	32	32	34	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-04-25"	35	35	37	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-05-02"	42	42	44	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-05-20"	60	60	62	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-05-20"	60	60	62	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-05-27"	67	67	69	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-05-27"	67	67	69	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-05-27"	67	67	69	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-03"	74	74	76	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-03"	74	74	76	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-03"	74	74	76	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-03"	74	74	76	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-03"	74	74	76	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-06"	77	77	79	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-06"	77	77	79	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-06"	77	77	79	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-07"	78	78	80	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-21"	"2016-06-10"	81	81	83	"S11D33_b"	"S11D33_b_LY"	"S11"	"D33"	"b"	"LY"	18	2
"2016-03-11"	"2016-03-15"	4	4	6	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-03-28"	17	17	19	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-01"	21	21	23	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-01"	21	21	23	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-04"	24	24	26	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-11"	31	31	33	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-11"	31	31	33	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-11"	31	31	33	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-12"	32	32	34	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-18"	38	38	40	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-22"	42	42	44	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-22"	42	42	44	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-25"	45	45	47	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-04-26"	46	46	48	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-02"	52	52	54	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-03"	53	53	55	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-06"	56	56	58	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-06"	56	56	58	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-06"	56	56	58	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-06"	56	56	58	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-09"	59	59	61	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-03-11"	"2016-05-10"	60	60	62	"S13D37_a"	"S13D37_a_HS"	"S13"	"D37"	"a"	"HS"	24	2
"2016-02-29"	"2016-03-18"	18	18	20	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-04-04"	35	35	37	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-04-12"	43	43	45	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-04-12"	43	43	45	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-04-19"	50	50	52	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-04-19"	50	50	52	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-04-25"	56	56	58	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-04-25"	56	56	58	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-02"	63	63	65	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-02"	63	63	65	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-02"	63	63	65	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-02"	63	63	65	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-02"	63	63	65	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-06"	67	67	69	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-06"	67	67	69	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-06"	67	67	69	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-06"	67	67	69	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-06"	67	67	69	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-09"	70	70	72	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-09"	70	70	72	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
"2016-02-29"	"2016-05-13"	74	74	76	"S13D37_a"	"S13D37_a_LY"	"S13"	"D37"	"a"	"LY"	21	2
