setDate	flipDate	days	fID	repl	treat	NstartF	NstartM	box	ccoord	rcoord	deadF	deadM 	cens	carriedF	carriedM	censSex	notes	flipper	time				
3/8/16	3/11/16	3	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	3/14/16	6	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	3/15/16	7	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	3/18/16	10	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	3/21/16	13	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	3/22/16	14	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			mr					
3/8/16	3/25/16	17	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	3/28/16	20	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	3/29/16	21	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	4/1/16	24	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			mr					
3/8/16	4/4/16	27	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	4/5/16	28	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	4/8/16	31	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			egk					
3/8/16	4/11/16	34	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	4/12/16	35	S11D31_a	a	HS	19	6	2	8	2	1	0	0	0	0								
3/8/16	4/15/16	38	S11D31_a	a	HS	19	6	2	8	2	1	0	0	0	0								
3/8/16	4/18/16	41	S11D31_a	a	HS	19	6	2	8	2	0	1	0	0	0								
3/8/16	4/19/16	42	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	4/22/16	45	S11D31_a	a	HS	19	6	2	8	2	1	0	0	0	0			etn					
3/8/16	4/25/16	48	S11D31_a	a	HS	19	6	2	8	2	2	0	0	0	0			etn					
3/8/16	4/26/16	49	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	4/29/16	52	S11D31_a	a	HS	19	6	2	8	2	1	0	0	0	0			etn					
3/8/16	5/2/16	55	S11D31_a	a	HS	19	6	2	8	2	0	1	0	0	0			etn					
3/8/16	5/3/16	56	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	5/6/16	59	S11D31_a	a	HS	19	6	2	8	2	1	0	0	0	0			etn					
3/8/16	5/9/16	62	S11D31_a	a	HS	19	6	2	8	2	0	1	0	0	0			etn					
3/8/16	5/10/16	63	S11D31_a	a	HS	19	6	2	8	2	0	1	0	0	0			egk					
3/8/16	5/13/16	66	S11D31_a	a	HS	19	6	2	8	2	3	0	0	0	0			Siri					
3/8/16	5/16/16	69	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			etn					
3/8/16	5/17/16	70	S11D31_a	a	HS	19	6	2	8	2	1	0	0	0	0			Michael					
3/8/16	5/20/16	73	S11D31_a	a	HS	19	6	2	8	2	2	0	0	1	0			etn					
3/8/16	5/23/16	76	S11D31_a	a	HS	19	6	2	8	2	2	0	0	0	0			Nick					
3/8/16	5/24/16	77	S11D31_a	a	HS	19	6	2	8	2	3	0	0	2	0			mr					
3/8/16	5/27/16	80	S11D31_a	a	HS	19	6	2	8	2	3	1	0	0	0			etn					
3/8/16	5/30/16	83	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0								
3/8/16	5/31/16	84	S11D31_a	a	HS	19	6	2	8	2	0	0	0	0	0			Enoch					
3/8/16	6/3/16	87	S11D31_a	a	HS	19	6	2	8	2	0	1	0	0	0		end	Enoch					
3/11/16	3/15/16	4	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	3/18/16	7	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	3/21/16	10	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	3/22/16	11	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			mr					
3/11/16	3/25/16	14	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	3/28/16	17	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	3/29/16	18	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	4/1/16	21	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			egk					
3/11/16	4/4/16	24	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	4/5/16	25	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	4/8/16	28	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			egk					
3/11/16	4/11/16	31	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	4/12/16	32	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	4/15/16	35	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	4/18/16	38	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	4/19/16	39	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0								
3/11/16	4/22/16	42	S11D31_a	a	LY	15	6	1	5	1	1	0	0	0	0			Nick					
3/11/16	4/25/16	45	S11D31_a	a	LY	15	6	1	5	1	1	0	0	0	0			etn					
3/11/16	4/26/16	46	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	4/29/16	49	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			Nick					
3/11/16	5/2/16	52	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	5/3/16	53	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	5/6/16	56	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	5/9/16	59	S11D31_a	a	LY	15	6	1	5	1	1	0	0	0	0			etn					
3/11/16	5/10/16	60	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	5/13/16	63	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			etn					
3/11/16	5/16/16	66	S11D31_a	a	LY	15	6	1	5	1	0	2	0	0	0			etn					
3/11/16	5/17/16	67	S11D31_a	a	LY	15	6	1	5	1	0	0	0	0	0			Enoch					
3/11/16	5/20/16	70	S11D31_a	a	LY	15	6	1	5	1	0	2	0	0	0			etn					
3/11/16	5/23/16	73	S11D31_a	a	LY	15	6	1	5	1	1	1	0	0	0			Nick					
3/11/16	5/24/16	74	S11D31_a	a	LY	15	6	1	5	1	1	0	0	0	0			mr					
3/11/16	5/27/16	77	S11D31_a	a	LY	15	6	1	5	1	2	0	0	0	0			etn					
3/11/16	5/30/16	80	S11D31_a	a	LY	15	6	1	5	1	6	1	0	0	0			etn					
3/11/16	5/31/16	81	S11D31_a	a	LY	15	6	1	5	1	1	0	0	0	0			Enoch					
3/11/16	6/3/16	84	S11D31_a	a	LY	15	6	1	5	1	1	0	0	0	0		end	Enoch					
3/31/16	4/1/16	1	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0								
3/31/16	4/4/16	4	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	4/5/16	5	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	4/8/16	8	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			egk					
3/31/16	4/11/16	11	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0								
3/31/16	4/12/16	12	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0								
3/31/16	4/15/16	15	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0								
3/31/16	4/18/16	18	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0								
3/31/16	4/19/16	19	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0								
3/31/16	4/22/16	22	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	4/25/16	25	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	4/26/16	26	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	4/29/16	29	S11D31_a	a	STD	14	6	2	4	1	1	0	0	0	0			etn					
3/31/16	5/2/16	32	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	5/3/16	33	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	5/6/16	36	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	5/9/16	39	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	5/10/16	40	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			egk					
3/31/16	5/13/16	43	S11D31_a	a	STD	14	6	2	4	1	0	1	0	0	0			Siri					
3/31/16	5/16/16	46	S11D31_a	a	STD	14	6	2	4	1	0	1	0	0	0			etn					
3/31/16	5/17/16	47	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			Michael					
3/31/16	5/20/16	50	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			etn					
3/31/16	5/23/16	53	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			Nick					
3/31/16	5/24/16	54	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			mr					
3/31/16	5/27/16	57	S11D31_a	a	STD	14	6	2	4	1	2	0	0	0	0			etn					
3/31/16	5/30/16	60	S11D31_a	a	STD	14	6	2	4	1	4	3	0	0	0			etn					
3/31/16	5/31/16	61	S11D31_a	a	STD	14	6	2	4	1	1	0	0	0	0			Enoch					
3/31/16	6/3/16	64	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			Enoch					
3/31/16	6/6/16	67	S11D31_a	a	STD	14	6	2	4	1	3	1	0	0	0			Michael					
3/31/16	6/7/16	68	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			Enoch					
3/31/16	6/10/16	71	S11D31_a	a	STD	14	6	2	4	1	0	0	0	0	0			Nick					
3/31/16	6/13/16	74	S11D31_a	a	STD	14	6	2	4	1	2	0	0	0	0		end	Michael					
2/29/16	3/1/16	1	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/2/16	2	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/4/16	4	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/7/16	7	S11D32_a	a	STD	24	6	2	4	9	0	0	1	0	0								
2/29/16	3/8/16	8	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/11/16	11	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/14/16	14	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/15/16	15	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/18/16	18	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/21/16	21	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	3/22/16	22	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			mr					
2/29/16	3/25/16	25	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			etn					
2/29/16	3/28/16	28	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			etn					
2/29/16	3/29/16	29	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			etn					
2/29/16	4/1/16	32	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			mr					
2/29/16	4/4/16	35	S11D32_a	a	STD	24	6	2	4	9	0	1	0	0	0			etn					
2/29/16	4/5/16	36	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			etn					
2/29/16	4/8/16	39	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			egk					
2/29/16	4/11/16	42	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	4/12/16	43	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	4/15/16	46	S11D32_a	a	STD	24	6	2	4	9	0	1	0	0	0								
2/29/16	4/18/16	49	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	4/19/16	50	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0								
2/29/16	4/22/16	53	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			etn					
2/29/16	4/25/16	56	S11D32_a	a	STD	24	6	2	4	9	0	1	0	0	0			etn					
2/29/16	4/26/16	57	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			etn					
2/29/16	4/29/16	60	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			etn					
2/29/16	5/2/16	63	S11D32_a	a	STD	24	6	2	4	9	0	1	0	0	0			etn					
2/29/16	5/3/16	64	S11D32_a	a	STD	24	6	2	4	9	0	1	0	0	0			etn					
2/29/16	5/6/16	67	S11D32_a	a	STD	24	6	2	4	9	3	0	0	0	0			etn					
2/29/16	5/9/16	70	S11D32_a	a	STD	24	6	2	4	9	1	0	0	0	0			etn					
2/29/16	5/10/16	71	S11D32_a	a	STD	24	6	2	4	9	1	0	0	0	0			egk					
2/29/16	5/13/16	74	S11D32_a	a	STD	24	6	2	4	9	5	0	0	0	0			Siri					
2/29/16	5/16/16	77	S11D32_a	a	STD	24	6	2	4	9	1	0	0	0	0			etn					
2/29/16	5/17/16	78	S11D32_a	a	STD	24	6	2	4	9	2	0	0	0	0			Michael					
2/29/16	5/20/16	81	S11D32_a	a	STD	24	6	2	4	9	6	0	0	0	0			etn					
2/29/16	5/23/16	84	S11D32_a	a	STD	24	6	2	4	9	2	1	0	0	0			Nick					
2/29/16	5/24/16	85	S11D32_a	a	STD	24	6	2	4	9	0	0	0	0	0			mr					
2/29/16	5/27/16	88	S11D32_a	a	STD	24	6	2	4	9	2	0	0	0	0		end	etn					
3/5/16	3/7/16	2	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	3/8/16	3	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	3/11/16	6	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	3/14/16	9	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	3/15/16	10	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	3/18/16	13	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	3/21/16	16	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	3/22/16	17	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			mr					
3/5/16	3/25/16	20	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	3/28/16	23	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	3/29/16	24	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	4/1/16	27	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			mr					
3/5/16	4/4/16	30	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	4/5/16	31	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	4/8/16	34	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			egk					
3/5/16	4/11/16	37	S11D32_b	b	STD	16	6	2	10	8	1	0	0	0	0								
3/5/16	4/12/16	38	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	4/15/16	41	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	4/18/16	44	S11D32_b	b	STD	16	6	2	10	8	1	0	0	0	0								
3/5/16	4/19/16	45	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0								
3/5/16	4/22/16	48	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	4/25/16	51	S11D32_b	b	STD	16	6	2	10	8	0	1	0	0	0			etn					
3/5/16	4/26/16	52	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	4/29/16	55	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	5/2/16	58	S11D32_b	b	STD	16	6	2	10	8	0	1	0	0	0			etn					
3/5/16	5/3/16	59	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	5/6/16	62	S11D32_b	b	STD	16	6	2	10	8	1	0	0	0	0			etn					
3/5/16	5/9/16	65	S11D32_b	b	STD	16	6	2	10	8	2	2	0	0	0			etn					
3/5/16	5/10/16	66	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			egk					
3/5/16	5/13/16	69	S11D32_b	b	STD	16	6	2	10	8	4	1	0	0	0			Siri					
3/5/16	5/16/16	72	S11D32_b	b	STD	16	6	2	10	8	3	0	0	0	0			etn					
3/5/16	5/17/16	73	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			Michael					
3/5/16	5/20/16	76	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			etn					
3/5/16	5/23/16	79	S11D32_b	b	STD	16	6	2	10	8	3	0	0	0	0			Nick					
3/5/16	5/24/16	80	S11D32_b	b	STD	16	6	2	10	8	0	0	0	0	0			mr					
3/5/16	5/27/16	83	S11D32_b	b	STD	16	6	2	10	8	2	0	0	0	0		end	etn					
3/5/16	3/7/16	2	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0								
3/5/16	3/8/16	3	S11D33_a	a	HS	23	6	5	5	10	1	0	0	0	0								
3/5/16	3/11/16	6	S11D33_a	a	HS	23	6	5	5	10	0	0	1	0	0								
3/5/16	3/14/16	9	S11D33_a	a	HS	23	6	5	5	10	0	1	0	0	0								
3/5/16	3/15/16	10	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0								
3/5/16	3/18/16	13	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0								
3/5/16	3/21/16	16	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0								
3/5/16	3/22/16	17	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0			mr					
3/5/16	3/25/16	20	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0			etn					
3/5/16	3/28/16	23	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0			etn					
3/5/16	3/29/16	24	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0			etn					
3/5/16	4/1/16	27	S11D33_a	a	HS	23	6	5	5	10	2	0	0	0	0			mr					
3/5/16	4/4/16	30	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0			etn					
3/5/16	4/5/16	31	S11D33_a	a	HS	23	6	5	5	10	0	0	0	0	0			etn					
3/5/16	4/8/16	34	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0			egk					
3/5/16	4/11/16	37	S11D33_a	a	HS	23	6	1	4	4	3	0	0	0	0								
3/5/16	4/12/16	38	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0								
3/5/16	4/15/16	41	S11D33_a	a	HS	23	6	1	4	4	2	1	0	0	0								
3/5/16	4/18/16	44	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0								
3/5/16	4/19/16	45	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0								
3/5/16	4/22/16	48	S11D33_a	a	HS	23	6	1	4	4	0	1	0	0	0			Nick					
3/5/16	4/25/16	51	S11D33_a	a	HS	23	6	1	4	4	1	0	0	1	0			etn					
3/5/16	4/26/16	52	S11D33_a	a	HS	23	6	1	4	4	1	0	0	0	0			etn					
3/5/16	4/29/16	55	S11D33_a	a	HS	23	6	1	4	4	3	0	0	0	0			Nick					
3/5/16	5/2/16	58	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0			etn					
3/5/16	5/3/16	59	S11D33_a	a	HS	23	6	1	4	4	1	0	0	0	0			etn					
3/5/16	5/6/16	62	S11D33_a	a	HS	23	6	1	4	4	1	0	0	0	0			etn					
3/5/16	5/9/16	65	S11D33_a	a	HS	23	6	1	4	4	0	1	0	0	0			etn					
3/5/16	5/10/16	66	S11D33_a	a	HS	23	6	1	4	4	1	0	0	0	0			etn					
3/5/16	5/13/16	69	S11D33_a	a	HS	23	6	1	4	4	1	1	0	0	0			etn					
3/5/16	5/16/16	72	S11D33_a	a	HS	23	6	1	4	4	1	1	0	0	0			etn					
3/5/16	5/17/16	73	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0			Enoch					
3/5/16	5/20/16	76	S11D33_a	a	HS	23	6	1	4	4	2	0	0	1	0			etn					
3/5/16	5/23/16	79	S11D33_a	a	HS	23	6	1	4	4	1	0	0	0	0			Nick					
3/5/16	5/24/16	80	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0			mr					
3/5/16	5/27/16	83	S11D33_a	a	HS	23	6	1	4	4	0	0	0	0	0			etn					
3/5/16	5/30/16	86	S11D33_a	a	HS	23	6	1	4	4	1	0	0	0	0		end	etn					
3/11/16	3/14/16	3	S11D33_a	a	LY	11	6	4	1	10	0	1	0	0	0		"???setup, N not certain at setup! Use data-bsed N=11, not 15"						
3/11/16	3/15/16	4	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0								
3/11/16	3/18/16	7	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0								
3/11/16	3/21/16	10	S11D33_a	a	LY	11	6	4	1	10	1	0	0	0	0								
3/11/16	3/22/16	11	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			mr					
3/11/16	3/25/16	14	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	3/28/16	17	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	3/29/16	18	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	4/1/16	21	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			mr					
3/11/16	4/4/16	24	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	4/5/16	25	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	4/8/16	28	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			egk					
3/11/16	4/11/16	31	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0								
3/11/16	4/12/16	32	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0								
3/11/16	4/15/16	35	S11D33_a	a	LY	11	6	4	1	10	0	1	0	0	0								
3/11/16	4/18/16	38	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0								
3/11/16	4/19/16	39	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0								
3/11/16	4/22/16	42	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	4/25/16	45	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	4/26/16	46	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	4/29/16	49	S11D33_a	a	LY	11	6	4	1	10	0	2	0	0	0			etn					
3/11/16	5/2/16	52	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			egk					
3/11/16	5/3/16	53	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			egk					
3/11/16	5/6/16	56	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	5/9/16	59	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	5/10/16	60	S11D33_a	a	LY	11	6	4	1	10	0	1	0	0	0			etn					
3/11/16	5/13/16	63	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	5/16/16	66	S11D33_a	a	LY	11	6	4	1	10	1	0	0	0	0			Nick					
3/11/16	5/17/16	67	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			Michael					
3/11/16	5/20/16	70	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			Nick					
3/11/16	5/23/16	73	S11D33_a	a	LY	11	6	4	1	10	3	1	0	0	0			Nick					
3/11/16	5/24/16	74	S11D33_a	a	LY	11	6	4	1	10	0	0	0	0	0			etn					
3/11/16	5/27/16	77	S11D33_a	a	LY	11	6	4	1	10	4	0	0	0	0			Nick					
3/11/16	5/30/16	80	S11D33_a	a	LY	11	6	4	1	10	2	0	0	0	0		end	etn					
3/8/16	3/11/16	3	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	3/14/16	6	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	3/15/16	7	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	3/18/16	10	S11D33_a	a	STD	24	6	1	6	5	1	0	0	0	0								
3/8/16	3/21/16	13	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	3/22/16	14	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			mr					
3/8/16	3/25/16	17	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	3/28/16	20	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	3/29/16	21	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	4/1/16	24	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			egk					
3/8/16	4/4/16	27	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	4/5/16	28	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	4/8/16	31	S11D33_a	a	STD	24	6	1	6	5	0	1	0	0	0			egk					
3/8/16	4/11/16	34	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	4/12/16	35	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	4/15/16	38	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	4/18/16	41	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	4/19/16	42	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0								
3/8/16	4/22/16	45	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			Nick					
3/8/16	4/25/16	48	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	4/26/16	49	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	4/29/16	52	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			Nick					
3/8/16	5/2/16	55	S11D33_a	a	STD	24	6	1	6	5	0	1	0	0	0			etn					
3/8/16	5/3/16	56	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	5/6/16	59	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	5/9/16	62	S11D33_a	a	STD	24	6	1	6	5	1	0	0	0	0			etn					
3/8/16	5/10/16	63	S11D33_a	a	STD	24	6	1	6	5	0	0	0	0	0			etn					
3/8/16	5/13/16	66	S11D33_a	a	STD	24	6	1	6	5	2	1	0	0	0			etn					
3/8/16	5/16/16	69	S11D33_a	a	STD	24	6	1	6	5	1	0	0	0	0			etn					
3/8/16	5/17/16	70	S11D33_a	a	STD	24	6	1	6	5	2	1	0	0	0			Enoch					
3/8/16	5/20/16	73	S11D33_a	a	STD	24	6	1	6	5	4	1	0	0	0			etn					
