prop_data,prop_train,lower,r,MSD
1,0.5,70,0.8953841359720541,0.6410050043739625
1,0.5,71,0.8921808360798318,0.6359900644172025
1,0.5,72,0.8887137896603591,0.6308563981805406
1,0.5,73,0.8850912685949732,0.6268043655405833
1,0.5,74,0.8814961731669059,0.6248660940870705
1,0.5,75,0.8774367834277079,0.6288730947573192
1,0.5,76,0.8732046671908542,0.6327143827808357
1,0.5,77,0.8691613384399517,0.6349510239891799
1,0.5,78,0.866363773091716,0.6335471619977295
1,0.5,79,0.8625297996851611,0.630006539710793
1,0.5,80,0.8585643041083286,0.6386459653358301
1,0.6,70,0.892287633854554,0.6406233441653484
1,0.6,71,0.8889764068050741,0.6354475340709694
1,0.6,72,0.8854220300569937,0.6300849141505689
1,0.6,73,0.8816891001592113,0.6262739562645276
1,0.6,74,0.8780537553335943,0.624598506749174
1,0.6,75,0.873946190410956,0.627755589727414
1,0.6,76,0.8695561472506931,0.6318748999713057
1,0.6,77,0.8656558678246392,0.6348346045640715
1,0.6,78,0.862613408777936,0.6330982079268936
1,0.6,79,0.8588483245366307,0.6296892439110826
1,0.6,80,0.8550006464995293,0.6380836460378254
1,0.7,70,0.8854879975742584,0.640602592677861
1,0.7,71,0.881897951578526,0.634820293498286
1,0.7,72,0.87813256438328,0.6297575191580902
1,0.7,73,0.8745370880452399,0.6259490282481934
1,0.7,74,0.8706670505013281,0.6239427827730458
1,0.7,75,0.8662409875152938,0.627695618037744
1,0.7,76,0.8618096470025794,0.6314656212950726
1,0.7,77,0.8577138049162242,0.6340117390449123
1,0.7,78,0.8544339534241402,0.6325351452714528
1,0.7,79,0.8507775258317222,0.6291738317393646
1,0.7,80,0.8467393669318768,0.6373858748815734
1,0.8,70,0.8688149885748211,0.6396244400758141
1,0.8,71,0.8647847445431592,0.6342611074548222
1,0.8,72,0.8609686371295114,0.6297299346481516
1,0.8,73,0.8566539561276577,0.6255631078323872
1,0.8,74,0.8527537105604968,0.6234448550056049
1,0.8,75,0.8481310877833189,0.6272245066450242
1,0.8,76,0.8432354434646987,0.6316196174648412
1,0.8,77,0.8389571805572508,0.6337661948234036
1,0.8,78,0.835604172231799,0.631659479943577
1,0.8,79,0.8316303639147105,0.6292339769120779
1,0.8,80,0.8274608496134799,0.6368520484499642
1,0.9,70,0.8131938928183747,0.6402549298447331
1,0.9,71,0.8077177760722786,0.6346398234286651
1,0.9,72,0.802962469661388,0.629541122756335
1,0.9,73,0.7980345448013704,0.6262928403683341
1,0.9,74,0.7926642926900067,0.6232099768230551
1,0.9,75,0.7870787432942806,0.6276218484984641
1,0.9,76,0.7816062566915719,0.6301297993801127
1,0.9,77,0.7766553670347367,0.6339177939002314
1,0.9,78,0.7718864820764366,0.6317604603681518
1,0.9,79,0.7676074150939483,0.627897692155263
1,0.9,80,0.7630755434729234,0.6370495372413527
