"fID"	"treat"	"camera_id"	"handcounted"	"handcount"	"test_case"	"visually_recheck"	"setDate.x"	"flipDate.x"	"days.x"	"repl.x"	"NstartF.x"	"NstartM.x"	"box.x"	"ccoord.x"	"rcoord.x"	"deadF.x"	"deadM "	"cens.x"	"carriedF.x"	"carriedM.x"	"NA"	"id.x"	"setDate.y"	"flipDate.y"	"days.y"	"repl.y"	"NstartF.y"	"NstartM.y"	"box.y"	"ccoord.y"	"rcoord.y"	"deadF.y"	"deadM"	"cens.y"	"carriedF.y"	"carriedM.y"	"censSex"	"notes"	"flipper"	"time"	"id.y"
"S41D123_b"	"HS"	"IMG_3554.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	19	6	4	3	9	0	0	0	0	0	NA	"S41D123_b_HS"	"3/15/16"	2016-04-12	28	"b"	19	6	4	3	9	0	0	0	0	0	""	""	""	""	"S41D123_b_HS"
"S9D27_a"	"HS"	"IMG_3555.JPG"	"yes"	13	NA	NA	2016-02-29	2016-04-12	43	"a"	20	6	2	8	9	0	1	0	0	0	NA	"S9D27_a_HS"	"2/29/16"	2016-04-12	43	"a"	20	6	2	8	9	0	1	0	0	0	""	""	""	""	"S9D27_a_HS"
"S3D7_a"	"HS"	"IMG_3556.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	21	6	1	4	6	0	0	0	0	0	NA	"S3D7_a_HS"	"3/8/16"	2016-04-12	35	"a"	21	6	1	4	6	0	0	0	0	0	""	""	""	""	"S3D7_a_HS"
"S7D21_a"	"HS"	"IMG_3557.JPG"	"yes"	575	NA	NA	2016-03-11	2016-04-12	32	"a"	21	6	1	1	6	0	0	0	0	0	NA	"S7D21_a_HS"	"3/11/16"	2016-04-12	32	"a"	21	6	1	1	6	0	0	0	0	0	""	""	""	""	"S7D21_a_HS"
"S1D1_a"	"HS"	"IMG_3558.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	15	6	1	10	7	0	0	0	0	0	NA	"S1D1_a_HS"	"3/5/16"	2016-04-12	38	"a"	15	6	1	10	7	0	0	0	0	0	""	""	""	""	"S1D1_a_HS"
"S17D49_a"	"HS"	"IMG_3559.JPG"	NA	NA	NA	NA	2016-02-26	2016-04-12	46	"a"	24	6	2	2	1	1	0	0	0	0	NA	"S17D49_a_HS"	"2/26/16"	2016-04-12	46	"a"	24	6	2	2	1	1	0	0	0	0	""	""	""	""	"S17D49_a_HS"
"S45D134_b"	"HS"	"IMG_3560.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	24	6	4	9	6	0	0	0	0	0	NA	"S45D134_b_HS"	"3/21/16"	2016-04-12	22	"b"	24	6	4	9	6	0	0	0	0	0	""	""	""	""	"S45D134_b_HS"
"S27D79_a"	"HS"	"IMG_3561.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	18	6	4	6	2	1	0	0	0	0	NA	"S27D79_a_HS"	"3/2/16"	2016-04-12	41	"a"	18	6	4	6	2	1	0	0	0	0	""	""	""	""	"S27D79_a_HS"
"S55D164_a"	"HS"	"IMG_3658.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	18	6	1	10	5	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S55D164_a_HS"	"3/8/16"	2016-04-12	35	"a"	18	6	1	10	5	0	0	0	0	0	""	""	""	""	"S55D164_a_HS"
"S1D2_a"	"HS"	"IMG_3659.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	17	6	2	2	7	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S1D2_a_HS"	"3/8/16"	2016-04-12	35	"a"	17	6	2	2	7	0	0	0	0	0	""	""	""	""	"S1D2_a_HS"
"S23D67_b"	"HS"	"IMG_3660.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	4	9	4	0	1	0	0	0	"IMG_3658-3706 are in fact HS"	"S23D67_b_HS"	"3/24/16"	2016-04-12	19	"b"	24	6	4	9	4	0	1	0	0	0	""	""	""	""	"S23D67_b_HS"
"S31D92_b"	"HS"	"IMG_3661.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	4	6	3	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S31D92_b_HS"	"3/24/16"	2016-04-12	19	"b"	24	6	4	6	3	0	0	0	0	0	""	""	""	""	"S31D92_b_HS"
"S59D176_a"	"HS"	"IMG_3662.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	17	6	1	4	5	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S59D176_a_HS"	"3/8/16"	2016-04-12	35	"a"	17	6	1	4	5	0	0	0	0	0	""	""	""	""	"S59D176_a_HS"
"S1D3_b"	"HS"	"IMG_3663.JPG"	"yes"	66	NA	NA	2016-03-11	2016-04-12	32	"b"	16	6	2	8	3	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S1D3_b_HS"	"3/11/16"	2016-04-12	32	"b"	16	6	2	8	3	1	0	0	0	0	""	""	""	""	"S1D3_b_HS"
"S5D15_b"	"HS"	"IMG_3664.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	22	6	3	3	7	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S5D15_b_HS"	"3/24/16"	2016-04-12	19	"b"	22	6	3	3	7	0	0	0	0	0	""	""	""	""	"S5D15_b_HS"
"S19D55_b"	"HS"	"IMG_3665.JPG"	"yes"	27	NA	NA	2016-03-02	2016-04-12	41	"b"	17	6	1	1	5	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S19D55_b_HS"	"3/2/16"	2016-04-12	41	"b"	17	6	1	1	5	0	0	0	0	0	""	""	""	""	"S19D55_b_HS"
"S29D85_b"	"HS"	"IMG_3666.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	16	6	4	3	6	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S29D85_b_HS"	"3/21/16"	2016-04-12	22	"b"	16	6	4	3	6	0	0	0	0	0	""	""	""	""	"S29D85_b_HS"
"S53D157_b"	"HS"	"IMG_3668.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	4	"b"	16	6	2	5	1	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S53D157_b_HS"	"3/24/16"	2016-04-12	4	"b"	16	6	2	5	1	0	0	0	0	0	""	""	""	""	"S53D157_b_HS"
"S5D13_b"	"HS"	"IMG_3669.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"b"	19	6	2	2	10	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S5D13_b_HS"	"3/2/16"	2016-04-12	41	"b"	19	6	2	2	10	0	0	0	0	0	""	""	""	""	"S5D13_b_HS"
"S13D39_b"	"HS"	"IMG_3670.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	20	6	1	10	6	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S13D39_b_HS"	"3/21/16"	2016-04-12	22	"b"	20	6	1	10	6	0	0	0	0	0	""	""	""	""	"S13D39_b_HS"
"S7D19_b"	"HS"	"IMG_3671.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	21	6	2	8	1	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S7D19_b_HS"	"3/21/16"	2016-04-12	22	"b"	21	6	2	8	1	1	0	0	0	0	""	""	""	""	"S7D19_b_HS"
"S49D147_a"	"HS"	"IMG_3672.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	1	1	3	2	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S49D147_a_HS"	"2/29/16"	2016-04-12	43	"a"	24	6	1	1	3	2	0	0	0	0	""	""	""	""	"S49D147_a_HS"
"S17D51_a"	"HS"	"IMG_3673.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	18	6	1	10	4	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S17D51_a_HS"	"3/8/16"	2016-04-12	35	"a"	18	6	1	10	4	0	0	0	0	0	""	""	""	""	"S17D51_a_HS"
"S61D181_b"	"HS"	"IMG_3674.JPG"	"yes"	460	NA	NA	2016-03-21	2016-04-12	22	"b"	24	6	2	2	8	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S61D181_b_HS"	"3/21/16"	2016-04-12	22	"b"	24	6	2	2	8	0	0	0	0	0	""	""	""	""	"S61D181_b_HS"
"S27D80_a"	"HS"	"IMG_3675.JPG"	"yes"	8	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	1	7	4	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S27D80_a_HS"	"2/29/16"	2016-04-12	43	"a"	24	6	1	7	4	0	0	0	0	0	""	""	""	""	"S27D80_a_HS"
"S59D176_b"	"HS"	"IMG_3676.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	7	"b"	24	6	2	5	2	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S59D176_b_HS"	"3/21/16"	2016-04-12	7	"b"	24	6	2	5	2	0	0	0	0	0	""	""	""	""	"S59D176_b_HS"
"S11D33_a"	"HS"	"IMG_3677.JPG"	"yes"	108	NA	NA	2016-03-05	2016-04-12	38	"a"	23	6	1	4	4	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S11D33_a_HS"	"3/5/16"	2016-04-12	38	"a"	23	6	1	4	4	0	0	0	0	0	""	""	""	""	"S11D33_a_HS"
"S41D122_b"	"HS"	"IMG_3678.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	17	6	4	6	7	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S41D122_b_HS"	"3/28/16"	2016-04-12	15	"b"	17	6	4	6	7	0	0	0	0	0	""	""	""	""	"S41D122_b_HS"
"S27D79_b"	"HS"	"IMG_3679.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	24	6	3	3	8	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S27D79_b_HS"	"3/28/16"	2016-04-12	15	"b"	24	6	3	3	8	0	0	0	0	0	""	""	""	""	"S27D79_b_HS"
"S57D171_a"	"HS"	"IMG_3680.JPG"	"yes"	277	NA	NA	2016-03-05	2016-04-12	38	"a"	18	6	1	1	4	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S57D171_a_HS"	"3/5/16"	2016-04-12	38	"a"	18	6	1	1	4	0	0	0	0	0	""	""	""	""	"S57D171_a_HS"
"S11D31_a"	"HS"	"IMG_3681.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	19	6	2	8	2	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S11D31_a_HS"	"3/8/16"	2016-04-12	35	"a"	19	6	2	8	2	1	0	0	0	0	""	""	""	""	"S11D31_a_HS"
"S55D164_b"	"HS"	"IMG_3682.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	4	9	1	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S55D164_b_HS"	"3/24/16"	2016-04-12	19	"b"	24	6	4	9	1	1	0	0	0	0	""	""	""	""	"S55D164_b_HS"
"S27D81_a"	"HS"	"IMG_3683.JPG"	"yes"	25	NA	NA	2016-03-08	2016-04-12	35	"a"	23	6	1	4	2	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S27D81_a_HS"	"3/8/16"	2016-04-12	35	"a"	23	6	1	4	2	0	0	0	0	0	""	""	""	""	"S27D81_a_HS"
"S33D99_b"	"HS"	"IMG_3684.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	17	5	3	3	10	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S33D99_b_HS"	"3/28/16"	2016-04-12	15	"b"	17	5	3	3	10	0	0	0	0	0	""	""	""	""	"S33D99_b_HS"
"S25D75_b"	"HS"	"IMG_3685.JPG"	"yes"	617	NA	NA	2016-03-21	2016-04-12	22	"b"	19	6	2	8	6	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S25D75_b_HS"	"3/21/16"	2016-04-12	22	"b"	19	6	2	8	6	1	0	0	0	0	""	""	""	""	"S25D75_b_HS"
"S53D158_b"	"HS"	"IMG_3686.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	18	6	1	1	2	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S53D158_b_HS"	"3/28/16"	2016-04-12	15	"b"	18	6	1	1	2	0	0	0	0	0	""	""	""	""	"S53D158_b_HS"
"S7D19_a"	"HS"	"IMG_3687.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	22	6	4	9	9	1	0	0	1	0	"IMG_3658-3706 are in fact HS"	"S7D19_a_HS"	"3/11/16"	2016-04-12	32	"a"	22	6	4	9	9	1	0	0	1	0	""	""	""	""	"S7D19_a_HS"
"S23D69_a"	"HS"	"IMG_3688.JPG"	"yes"	26	NA	NA	2016-02-29	2016-04-12	43	"a"	19	6	2	2	9	0	1	0	0	0	"IMG_3658-3706 are in fact HS"	"S23D69_a_HS"	"2/29/16"	2016-04-12	43	"a"	19	6	2	2	9	0	1	0	0	0	""	""	""	""	"S23D69_a_HS"
"S49D145_a"	"HS"	"IMG_3689.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	21	6	1	10	3	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S49D145_a_HS"	"3/8/16"	2016-04-12	35	"a"	21	6	1	10	3	1	0	0	0	0	""	""	""	""	"S49D145_a_HS"
"S31D91_a"	"HS"	"IMG_3690.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	24	6	4	6	4	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S31D91_a_HS"	"3/2/16"	2016-04-12	41	"a"	24	6	4	6	4	0	0	0	0	0	""	""	""	""	"S31D91_a_HS"
"S45D134_a"	"HS"	"IMG_3691.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	14	6	2	5	3	0	1	0	0	0	"IMG_3658-3706 are in fact HS"	"S45D134_a_HS"	"3/5/16"	2016-04-12	38	"a"	14	6	2	5	3	0	1	0	0	0	""	""	""	""	"S45D134_a_HS"
"S41D123_a"	"HS"	"IMG_3692.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	14	6	4	6	8	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S41D123_a_HS"	"3/8/16"	2016-04-12	35	"a"	14	6	4	6	8	0	0	0	0	0	""	""	""	""	"S41D123_a_HS"
"S17D50_a"	"HS"	"IMG_3693.JPG"	"yes"	103	NA	NA	2016-03-05	2016-04-12	38	"a"	16	6	3	3	9	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S17D50_a_HS"	"3/5/16"	2016-04-12	38	"a"	16	6	3	3	9	0	0	0	0	0	""	""	""	""	"S17D50_a_HS"
"S53D157_a"	"HS"	"IMG_3694.JPG"	"yes"	276	NA	NA	2016-03-15	2016-04-12	28	"a"	24	6	1	4	3	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S53D157_a_HS"	"3/15/16"	2016-04-12	28	"a"	24	6	1	4	3	0	0	0	0	0	""	""	""	""	"S53D157_a_HS"
"S29D87_a"	"HS"	"IMG_3695.JPG"	"yes"	51	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	2	5	4	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S29D87_a_HS"	"2/29/16"	2016-04-12	43	"a"	24	6	2	5	4	1	0	0	0	0	""	""	""	""	"S29D87_a_HS"
"S41D122_a"	"HS"	"IMG_3696.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"a"	24	6	4	6	10	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S41D122_a_HS"	"3/21/16"	2016-04-12	22	"a"	24	6	4	6	10	0	0	0	0	0	""	""	""	""	"S41D122_a_HS"
"S29D85_a"	"HS"	"IMG_3697.JPG"	"yes"	53	NA	NA	2016-03-11	2016-04-12	32	"a"	22	6	1	4	1	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S29D85_a_HS"	"3/11/16"	2016-04-12	32	"a"	22	6	1	4	1	0	0	0	0	0	""	""	""	""	"S29D85_a_HS"
"S23D69_b"	"HS"	"IMG_3698.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	15	6	2	2	5	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S23D69_b_HS"	"3/21/16"	2016-04-12	22	"b"	15	6	2	2	5	0	0	0	0	0	""	""	""	""	"S23D69_b_HS"
"S57D169_b"	"HS"	"IMG_3699.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	15	6	1	10	2	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S57D169_b_HS"	"3/28/16"	2016-04-12	15	"b"	15	6	1	10	2	0	0	0	0	0	""	""	""	""	"S57D169_b_HS"
"S61D181_a"	"HS"	"IMG_3700.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	21	6	1	1	1	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S61D181_a_HS"	"3/11/16"	2016-04-12	32	"a"	21	6	1	1	1	0	0	0	0	0	""	""	""	""	"S61D181_a_HS"
"S7D21_b"	"HS"	"IMG_3701.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	21	6	2	8	5	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S7D21_b_HS"	"3/21/16"	2016-04-12	22	"b"	21	6	2	8	5	0	0	0	0	0	""	""	""	""	"S7D21_b_HS"
"S1D3_a"	"HS"	"IMG_3702.JPG"	"yes"	14	NA	NA	2016-03-05	2016-04-12	38	"a"	21	6	2	2	6	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S1D3_a_HS"	"3/5/16"	2016-04-12	38	"a"	21	6	2	2	6	0	0	0	0	0	""	""	""	""	"S1D3_a_HS"
"S21D61_a"	"HS"	"IMG_3703.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	4	9	8	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S21D61_a_HS"	"2/29/16"	2016-04-12	43	"a"	24	6	4	9	8	1	0	0	0	0	""	""	""	""	"S21D61_a_HS"
"S19D56_a"	"HS"	"IMG_3704.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"a"	20	6	1	7	2	1	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S19D56_a_HS"	"3/28/16"	2016-04-12	15	"a"	20	6	1	7	2	1	0	0	0	0	""	""	""	""	"S19D56_a_HS"
"S33D99_a"	"HS"	"IMG_3705.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	16	6	4	6	9	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S33D99_a_HS"	"3/5/16"	2016-04-12	38	"a"	16	6	4	6	9	0	0	0	0	0	""	""	""	""	"S33D99_a_HS"
"S61D182_b"	"HS"	"IMG_3706.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	23	6	4	6	5	0	0	0	0	0	"IMG_3658-3706 are in fact HS"	"S61D182_b_HS"	"3/21/16"	2016-04-12	22	"b"	23	6	4	6	5	0	0	0	0	0	""	""	""	""	"S61D182_b_HS"
"S45D134_a"	"LY"	"IMG_3748.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	16	6	4	10	3	1	1	0	0	0	NA	"S45D134_a_LY"	"3/8/16"	2016-04-12	35	"a"	16	6	4	10	3	1	1	0	0	0	""	""	""	""	"S45D134_a_LY"
"S19D55_b"	"LY"	"IMG_3749.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	19	6	3	1	1	0	0	0	0	0	NA	"S19D55_b_LY"	"3/11/16"	2016-04-12	32	"b"	19	6	3	1	1	0	0	0	0	0	""	""	""	""	"S19D55_b_LY"
"S9D26_a"	"LY"	"IMG_3750.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	15	6	1	8	3	0	0	0	0	0	NA	"S9D26_a_LY"	"3/5/16"	2016-04-12	38	"a"	15	6	1	8	3	0	0	0	0	0	""	""	""	""	"S9D26_a_LY"
"S25D73_a"	"LY"	"IMG_3751.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	19	6	3	4	9	0	0	0	0	0	NA	"S25D73_a_LY"	"3/2/16"	2016-04-12	41	"a"	19	6	3	4	9	0	0	0	0	0	""	""	""	""	"S25D73_a_LY"
"S31D93_b"	"LY"	"IMG_3752.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	16	6	4	10	1	0	0	0	0	0	NA	"S31D93_b_LY"	"3/21/16"	2016-04-12	22	"b"	16	6	4	10	1	0	0	0	0	0	""	""	""	""	"S31D93_b_LY"
"S25D75_b"	"LY"	"IMG_3753.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	3	4	10	0	0	0	0	0	NA	"S25D75_b_LY"	"3/15/16"	2016-04-12	28	"b"	24	6	3	4	10	0	0	0	0	0	""	""	""	""	"S25D75_b_LY"
"S57D170_a"	"STD"	"IMG_3754.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"a"	21	6	2	1	3	0	0	0	0	0	NA	"S57D170_a_STD"	"3/21/16"	2016-04-12	22	"a"	21	6	2	1	3	0	0	0	0	0	""	""	""	""	"S57D170_a_STD"
"S21D62_a"	"STD"	"IMG_3755.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	16	6	2	1	4	1	0	0	0	0	NA	"S21D62_a_STD"	"3/11/16"	2016-04-12	32	"a"	16	6	2	1	4	1	0	0	0	0	""	""	""	""	"S21D62_a_STD"
"S17D51_b"	"STD"	"IMG_3756.JPG"	NA	NA	NA	NA	2016-03-31	2016-04-12	12	"b"	24	6	2	1	1	0	0	0	0	0	NA	"S17D51_b_STD"	"3/31/16"	2016-04-12	12	"b"	24	6	2	1	1	0	0	0	0	0	""	""	""	""	"S17D51_b_STD"
"S7D21_a"	"STD"	"IMG_3757.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	21	6	2	1	2	0	0	0	0	0	NA	"S7D21_a_STD"	"3/8/16"	2016-04-12	35	"a"	21	6	2	1	2	0	0	0	0	0	""	""	""	""	"S7D21_a_STD"
"S45D133_a"	"STD"	"IMG_3758.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	19	6	3	10	8	0	0	0	0	0	NA	"S45D133_a_STD"	"3/15/16"	2016-04-12	28	"a"	19	6	3	10	8	0	0	0	0	0	""	""	""	""	"S45D133_a_STD"
"S31D93_b"	"STD"	"IMG_3759.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	17	6	3	10	9	0	0	0	0	0	NA	"S31D93_b_STD"	"3/21/16"	2016-04-12	22	"b"	17	6	3	10	9	0	0	0	0	0	""	""	""	""	"S31D93_b_STD"
"S5D15_a"	"HS"	"IMG_3760.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	2	2	4	1	0	0	0	0	NA	"S5D15_a_HS"	"3/8/16"	2016-04-12	35	"a"	24	6	2	2	4	1	0	0	0	0	""	""	""	""	"S5D15_a_HS"
"S33D98_a"	"HS"	"IMG_3761.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	19	6	3	9	9	0	0	0	0	0	"sireid wrong!"	"S33D98_a_HS"	"3/8/16"	2016-04-12	35	"a"	19	6	3	9	9	0	0	0	0	0	""	""	""	""	"S33D98_a_HS"
"S3D9_a"	"HS"	"IMG_3762.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	18	6	4	9	10	0	0	0	0	0	NA	"S3D9_a_HS"	"3/5/16"	2016-04-12	38	"a"	18	6	4	9	10	0	0	0	0	0	""	""	""	""	"S3D9_a_HS"
"S19D56_b"	"HS"	"IMG_3763.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	3	9	8	0	0	0	0	0	NA	"S19D56_b_HS"	"3/24/16"	2016-04-12	19	"b"	24	6	3	9	8	0	0	0	0	0	""	""	""	""	"S19D56_b_HS"
"S33D98_b"	"HS"	"IMG_3764.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	24	6	3	9	5	0	0	0	0	0	NA	"S33D98_b_HS"	"3/21/16"	2016-04-12	22	"b"	24	6	3	9	5	0	0	0	0	0	""	""	""	""	"S33D98_b_HS"
"S55D163_b"	"HS"	"IMG_3765.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	13	"b"	24	6	3	9	6	0	1	0	0	0	NA	"S55D163_b_HS"	"3/15/16"	2016-04-12	13	"b"	24	6	3	9	6	0	1	0	0	0	""	""	""	""	"S55D163_b_HS"
"S27D80_b"	"HS"	"IMG_3766.JPG"	"yes"	31	NA	NA	2016-03-05	2016-04-12	38	"b"	19	6	3	9	7	1	0	0	0	0	NA	"S27D80_b_HS"	"3/5/16"	2016-04-12	38	"b"	19	6	3	9	7	1	0	0	0	0	""	""	""	""	"S27D80_b_HS"
"S37D109_a"	"HS"	"IMG_3767.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	17	6	3	9	4	1	0	0	0	0	NA	"S37D109_a_HS"	"3/5/16"	2016-04-12	38	"a"	17	6	3	9	4	1	0	0	0	0	""	""	""	""	"S37D109_a_HS"
"S45D133_a"	"HS"	"IMG_3768.JPG"	"yes"	230	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	3	9	3	0	0	0	0	0	NA	"S45D133_a_HS"	"3/8/16"	2016-04-12	35	"a"	24	6	3	9	3	0	0	0	0	0	""	""	""	""	"S45D133_a_HS"
"S61D183_b"	"HS"	"IMG_3769.JPG"	"yes"	7	NA	NA	2016-03-11	2016-04-12	32	"b"	19	6	3	9	2	1	0	0	0	0	NA	"S61D183_b_HS"	"3/11/16"	2016-04-12	32	"b"	19	6	3	9	2	1	0	0	0	0	""	""	""	""	"S61D183_b_HS"
"S5D13_a"	"HS"	"IMG_3770.JPG"	"yes"	31	NA	NA	2016-02-26	2016-04-12	46	"a"	24	6	1	10	1	1	0	0	0	0	NA	"S5D13_a_HS"	"2/26/16"	2016-04-12	46	"a"	24	6	1	10	1	1	0	0	0	0	""	""	""	""	"S5D13_a_HS"
"S37D109_b"	"HS"	"IMG_3771.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	24	6	3	9	1	0	0	0	0	0	NA	"S37D109_b_HS"	"3/21/16"	2016-04-12	22	"b"	24	6	3	9	1	0	0	0	0	0	""	""	""	""	"S37D109_b_HS"
"S37D109_a"	"LY"	"IMG_3772.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	17	6	3	7	10	0	0	0	0	0	NA	"S37D109_a_LY"	"3/5/16"	2016-04-12	38	"a"	17	6	3	7	10	0	0	0	0	0	""	""	""	""	"S37D109_a_LY"
"S19D56_b"	"LY"	"IMG_3773.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	21	6	3	7	5	0	0	0	0	0	NA	"S19D56_b_LY"	"3/8/16"	2016-04-12	35	"b"	21	6	3	7	5	0	0	0	0	0	""	""	""	""	"S19D56_b_LY"
"S61D183_b"	"LY"	"IMG_3774.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	19	6	3	4	3	0	0	0	0	0	NA	"S61D183_b_LY"	"3/8/16"	2016-04-12	35	"b"	19	6	3	4	3	0	0	0	0	0	""	""	""	""	"S61D183_b_LY"
