"fID"	"treat"	"camera_id"	"handcounted"	"handcount"	"test_case"	"visually_recheck"	"setDate.x"	"flipDate.x"	"days.x"	"repl.x"	"NstartF.x"	"NstartM.x"	"box.x"	"ccoord.x"	"rcoord.x"	"deadF.x"	"deadM "	"cens.x"	"carriedF.x"	"carriedM.x"	"NA"	"id.x"	"setDate.y"	"flipDate.y"	"days.y"	"repl.y"	"NstartF.y"	"NstartM.y"	"box.y"	"ccoord.y"	"rcoord.y"	"deadF.y"	"deadM"	"cens.y"	"carriedF.y"	"carriedM.y"	"censSex"	"notes"	"flipper"	"time"	"id.y"
"S49D146_a"	"LY"	"IMG_3132.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	4	10	7	0	0	0	0	0	NA	"S49D146_a_LY"	"3/8/16"	2016-04-12	35	"a"	24	6	4	10	7	0	0	0	0	0	""	""	""	""	"S49D146_a_LY"
"S57D170_b"	"LY"	"IMG_3133.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	20	6	3	1	4	0	0	0	0	0	NA	"S57D170_b_LY"	"3/28/16"	2016-04-12	15	"b"	20	6	3	1	4	0	0	0	0	0	""	""	""	""	"S57D170_b_LY"
"S53D158_a"	"LY"	"IMG_3134.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	16	6	2	3	3	1	0	0	0	0	NA	"S53D158_a_LY"	"3/8/16"	2016-04-12	35	"a"	16	6	2	3	3	1	0	0	0	0	""	""	""	""	"S53D158_a_LY"
"S7D19_a"	"LY"	"IMG_3135.JPG"	NA	NA	NA	NA	2016-02-26	2016-04-12	46	"a"	21	6	1	5	2	0	1	0	0	0	NA	"S7D19_a_LY"	"2/26/16"	2016-04-12	46	"a"	21	6	1	5	2	0	1	0	0	0	""	""	""	""	"S7D19_a_LY"
"S31D93_a"	"LY"	"IMG_3136.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	18	6	4	7	7	0	0	0	0	0	NA	"S31D93_a_LY"	"3/15/16"	2016-04-12	28	"a"	18	6	4	7	7	0	0	0	0	0	""	""	""	""	"S31D93_a_LY"
"S1D1_b"	"LY"	"IMG_3137.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	1	5	6	0	0	0	0	0	NA	"S1D1_b_LY"	"3/15/16"	2016-04-12	28	"b"	24	6	1	5	6	0	0	0	0	0	""	""	""	""	"S1D1_b_LY"
"S33D97_b"	"LY"	"IMG_3138.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	24	6	4	4	7	0	0	0	0	0	NA	"S33D97_b_LY"	"3/8/16"	2016-04-12	35	"b"	24	6	4	4	7	0	0	0	0	0	""	""	""	""	"S33D97_b_LY"
"S31D92_b"	"LY"	"IMG_3139.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	17	6	1	2	7	0	0	0	0	0	NA	"S31D92_b_LY"	"3/15/16"	2016-04-12	28	"b"	17	6	1	2	7	0	0	0	0	0	""	""	""	""	"S31D92_b_LY"
"S5D15_a"	"LY"	"IMG_3140.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	17	6	2	9	3	0	0	0	0	0	NA	"S5D15_a_LY"	"3/2/16"	2016-04-12	41	"a"	17	6	2	9	3	0	0	0	0	0	""	""	""	""	"S5D15_a_LY"
"S27D81_a"	"LY"	"IMG_3141.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	19	6	4	1	7	1	0	0	0	0	NA	"S27D81_a_LY"	"3/2/16"	2016-04-12	41	"a"	19	6	4	1	7	1	0	0	0	0	""	""	""	""	"S27D81_a_LY"
"S37D111_a"	"LY"	"IMG_3349.JPG"	"yes"	459	NA	NA	2016-03-08	2016-04-12	35	"a"	15	6	4	10	6	0	0	0	0	0	NA	"S37D111_a_LY"	"3/8/16"	2016-04-12	35	"a"	15	6	4	10	6	0	0	0	0	0	""	""	""	""	"S37D111_a_LY"
"S27D81_b"	"LY"	"IMG_3350.JPG"	"yes"	645	NA	NA	2016-03-15	2016-04-12	28	"b"	18	6	3	1	5	1	0	0	0	0	NA	"S27D81_b_LY"	"3/15/16"	2016-04-12	28	"b"	18	6	3	1	5	1	0	0	0	0	""	""	""	""	"S27D81_b_LY"
"S5D15_b"	"LY"	"IMG_3351.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	24	6	2	3	4	0	0	0	0	0	NA	"S5D15_b_LY"	"3/11/16"	2016-04-12	32	"b"	24	6	2	3	4	0	0	0	0	0	""	""	""	""	"S5D15_b_LY"
"S61D182_a"	"LY"	"IMG_3352.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	24	6	2	6	1	0	0	0	0	0	NA	"S61D182_a_LY"	"3/11/16"	2016-04-12	32	"a"	24	6	2	6	1	0	0	0	0	0	""	""	""	""	"S61D182_a_LY"
"S11D31_a"	"LY"	"IMG_3353.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	15	6	1	5	1	0	0	0	0	0	NA	"S11D31_a_LY"	"3/11/16"	2016-04-12	32	"a"	15	6	1	5	1	0	0	0	0	0	""	""	""	""	"S11D31_a_LY"
"S37D109_b"	"LY"	"IMG_3354.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	4	7	6	0	0	0	0	0	NA	"S37D109_b_LY"	"3/15/16"	2016-04-12	28	"b"	24	6	4	7	6	0	0	0	0	0	""	""	""	""	"S37D109_b_LY"
"S49D147_a"	"LY"	"IMG_3355.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	21	6	4	4	6	0	0	0	0	0	NA	"S49D147_a_LY"	"3/11/16"	2016-04-12	32	"a"	21	6	4	4	6	0	0	0	0	0	""	""	""	""	"S49D147_a_LY"
"S55D164_b"	"LY"	"IMG_3356.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	17	"b"	20	6	2	9	6	0	0	0	0	0	NA	"S55D164_b_LY"	"3/11/16"	2016-04-12	17	"b"	20	6	2	9	6	0	0	0	0	0	""	""	""	""	"S55D164_b_LY"
"S47D140_b"	"LY"	"IMG_3357.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	24	6	4	1	6	0	0	0	0	0	NA	"S47D140_b_LY"	"3/8/16"	2016-04-12	35	"b"	24	6	4	1	6	0	0	0	0	0	""	""	""	""	"S47D140_b_LY"
"S61D181_a"	"LY"	"IMG_3358.JPG"	"yes"	944	NA	NA	2016-03-08	2016-04-12	35	"a"	19	6	1	2	6	0	0	0	0	0	NA	"S61D181_a_LY"	"3/8/16"	2016-04-12	35	"a"	19	6	1	2	6	0	0	0	0	0	""	""	""	""	"S61D181_a_LY"
"S55D163_b"	"LY"	"IMG_3359.JPG"	"yes"	735	NA	NA	2016-03-15	2016-04-12	13	"b"	17	6	3	1	6	0	0	0	0	0	NA	"S55D163_b_LY"	"3/15/16"	2016-04-12	13	"b"	17	6	3	1	6	0	0	0	0	0	""	""	""	""	"S55D163_b_LY"
"S59D176_b"	"LY"	"IMG_3360.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	22	6	2	3	5	0	0	0	0	0	NA	"S59D176_b_LY"	"3/11/16"	2016-04-12	32	"b"	22	6	2	3	5	0	0	0	0	0	""	""	""	""	"S59D176_b_LY"
"S57D171_a"	"LY"	"IMG_3361.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	18	6	1	8	1	0	0	0	0	0	NA	"S57D171_a_LY"	"3/5/16"	2016-04-12	38	"a"	18	6	1	8	1	0	0	0	0	0	""	""	""	""	"S57D171_a_LY"
"S33D97_a"	"LY"	"IMG_3362.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	14	6	2	6	2	0	0	0	0	0	NA	"S33D97_a_LY"	"3/2/16"	2016-04-12	41	"a"	14	6	2	6	2	0	0	0	0	0	""	""	""	""	"S33D97_a_LY"
"S19D56_a"	"LY"	"IMG_3363.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	17	6	1	8	8	0	0	0	0	0	NA	"S19D56_a_LY"	"3/5/16"	2016-04-12	38	"a"	17	6	1	8	8	0	0	0	0	0	""	""	""	""	"S19D56_a_LY"
"S27D79_b"	"LY"	"IMG_3364.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	17	6	2	6	9	0	0	0	0	0	NA	"S27D79_b_LY"	"3/15/16"	2016-04-12	28	"b"	17	6	2	6	9	0	0	0	0	0	""	""	""	""	"S27D79_b_LY"
"S57D170_a"	"LY"	"IMG_3365.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"a"	20	6	1	5	8	0	0	0	0	0	NA	"S57D170_a_LY"	"3/28/16"	2016-04-12	15	"a"	20	6	1	5	8	0	0	0	0	0	""	""	""	""	"S57D170_a_LY"
"S49D145_a"	"LY"	"IMG_3366.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	23	6	1	2	5	0	0	0	0	0	NA	"S49D145_a_LY"	"3/5/16"	2016-04-12	38	"a"	23	6	1	2	5	0	0	0	0	0	""	""	""	""	"S49D145_a_LY"
"S57D169_b"	"LY"	"IMG_3367.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	22	6	2	9	5	0	0	0	0	0	NA	"S57D169_b_LY"	"3/24/16"	2016-04-12	19	"b"	22	6	2	9	5	0	0	0	0	0	""	""	""	""	"S57D169_b_LY"
"S53D159_b"	"LY"	"IMG_3368.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	19	6	4	1	5	0	0	0	0	0	NA	"S53D159_b_LY"	"3/21/16"	2016-04-12	22	"b"	19	6	4	1	5	0	0	0	0	0	""	""	""	""	"S53D159_b_LY"
"S17D50_b"	"LY"	"IMG_3369.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	23	6	1	8	2	0	0	0	0	0	NA	"S17D50_b_LY"	"3/21/16"	2016-04-12	22	"b"	23	6	1	8	2	0	0	0	0	0	""	""	""	""	"S17D50_b_LY"
"S53D157_a"	"LY"	"IMG_3370.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"a"	17	6	3	1	2	0	0	0	0	0	NA	"S53D157_a_LY"	"3/24/16"	2016-04-12	19	"a"	17	6	3	1	2	0	0	0	0	0	""	""	""	""	"S53D157_a_LY"
"S9D27_a"	"LY"	"IMG_3371.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	2	3	10	0	0	0	0	0	NA	"S9D27_a_LY"	"2/29/16"	2016-04-12	43	"a"	24	6	2	3	10	0	0	0	0	0	""	""	""	""	"S9D27_a_LY"
"S61D181_b"	"LY"	"IMG_3372.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	2	6	3	0	0	0	0	0	"repl a also"	"S61D181_b_LY"	"3/15/16"	2016-04-12	28	"b"	24	6	2	6	3	0	0	0	0	0	""	""	""	""	"S61D181_b_LY"
"S9D27_b"	"LY"	"IMG_3373.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	22	6	1	8	9	1	0	0	0	0	NA	"S9D27_b_LY"	"3/11/16"	2016-04-12	32	"b"	22	6	1	8	9	1	0	0	0	0	""	""	""	""	"S9D27_b_LY"
"S47D141_b"	"LY"	"IMG_3374.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	14	6	4	7	4	0	0	0	0	0	NA	"S47D141_b_LY"	"3/15/16"	2016-04-12	28	"b"	14	6	4	7	4	0	0	0	0	0	""	""	""	""	"S47D141_b_LY"
"S41D123_b"	"LY"	"IMG_3375.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	18	6	4	4	4	0	0	0	0	0	NA	"S41D123_b_LY"	"3/15/16"	2016-04-12	28	"b"	18	6	4	4	4	0	0	0	0	0	""	""	""	""	"S41D123_b_LY"
"S41D122_b"	"LY"	"IMG_3376.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	24	6	1	2	10	0	0	0	0	0	NA	"S41D122_b_LY"	"3/11/16"	2016-04-12	32	"b"	24	6	1	2	10	0	0	0	0	0	""	""	""	""	"S41D122_b_LY"
"S13D38_a"	"LY"	"IMG_3377.JPG"	NA	NA	NA	NA	2016-02-29	2016-04-12	43	"a"	24	6	2	9	4	0	0	0	0	0	NA	"S13D38_a_LY"	"2/29/16"	2016-04-12	43	"a"	24	6	2	9	4	0	0	0	0	0	""	""	""	""	"S13D38_a_LY"
"S1D2_b"	"LY"	"IMG_3378.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	16	6	4	1	4	0	0	0	0	0	NA	"S1D2_b_LY"	"3/11/16"	2016-04-12	32	"b"	16	6	4	1	4	0	0	0	0	0	""	""	""	""	"S1D2_b_LY"
"S49D146_b"	"STD"	"IMG_3379.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	4	2	2	0	0	0	0	0	NA	"S49D146_b_STD"	"3/24/16"	2016-04-12	19	"b"	24	6	4	2	2	0	0	0	0	0	""	""	""	""	"S49D146_b_STD"
"S33D98_b"	"STD"	"IMG_3380.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	17	6	4	2	3	0	0	0	0	0	NA	"S33D98_b_STD"	"3/15/16"	2016-04-12	28	"b"	17	6	4	2	3	0	0	0	0	0	""	""	""	""	"S33D98_b_STD"
"S55D165_b"	"STD"	"IMG_3381.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	18	6	2	10	2	0	0	0	0	0	NA	"S55D165_b_STD"	"3/21/16"	2016-04-12	22	"b"	18	6	2	10	2	0	0	0	0	0	""	""	""	""	"S55D165_b_STD"
"S13D37_a"	"STD"	"IMG_3382.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	2	10	1	0	0	0	0	0	NA	"S13D37_a_STD"	"3/8/16"	2016-04-12	35	"a"	24	6	2	10	1	0	0	0	0	0	""	""	""	""	"S13D37_a_STD"
"S1D3_a"	"STD"	"IMG_3383.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	18	6	2	10	3	0	0	0	0	0	NA	"S1D3_a_STD"	"3/8/16"	2016-04-12	35	"a"	18	6	2	10	3	0	0	0	0	0	""	""	""	""	"S1D3_a_STD"
"S59D176_b"	"STD"	"IMG_3384.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	16	6	2	10	6	0	0	0	0	0	NA	"S59D176_b_STD"	"3/15/16"	2016-04-12	28	"b"	16	6	2	10	6	0	0	0	0	0	""	""	""	""	"S59D176_b_STD"
"S7D19_a"	"STD"	"IMG_3385.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	2	10	7	0	0	0	0	0	NA	"S7D19_a_STD"	"3/8/16"	2016-04-12	35	"a"	24	6	2	10	7	0	0	0	0	0	""	""	""	""	"S7D19_a_STD"
"S11D32_b"	"STD"	"IMG_3386.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"b"	16	6	2	10	8	0	0	0	0	0	NA	"S11D32_b_STD"	"3/5/16"	2016-04-12	38	"b"	16	6	2	10	8	0	0	0	0	0	""	""	""	""	"S11D32_b_STD"
"S55D163_b"	"STD"	"IMG_3387.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	20	"b"	17	6	2	10	5	0	0	0	0	0	NA	"S55D163_b_STD"	"3/8/16"	2016-04-12	20	"b"	17	6	2	10	5	0	0	0	0	0	""	""	""	""	"S55D163_b_STD"
"S13D37_b"	"STD"	"IMG_3388.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	2	10	4	0	0	0	0	0	NA	"S13D37_b_STD"	"3/24/16"	2016-04-12	19	"b"	24	6	2	10	4	0	0	0	0	0	""	""	""	""	"S13D37_b_STD"
"S53D159_a"	"STD"	"IMG_3389.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	24	6	2	10	10	0	0	0	0	0	NA	"S53D159_a_STD"	"3/8/16"	2016-04-12	35	"a"	24	6	2	10	10	0	0	0	0	0	""	""	""	""	"S53D159_a_STD"
"S9D27_b"	"STD"	"IMG_3390.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	22	6	2	10	9	0	0	0	0	0	NA	"S9D27_b_STD"	"3/21/16"	2016-04-12	22	"b"	22	6	2	10	9	0	0	0	0	0	""	""	""	""	"S9D27_b_STD"
"S55D163_a"	"STD"	"IMG_3391.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	16	6	1	3	5	0	0	0	0	0	NA	"S55D163_a_STD"	"3/5/16"	2016-04-12	38	"a"	16	6	1	3	5	0	0	0	0	0	""	""	""	""	"S55D163_a_STD"
"S41D123_a"	"STD"	"IMG_3392.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	14	6	1	3	2	0	0	0	0	0	NA	"S41D123_a_STD"	"3/8/16"	2016-04-12	35	"a"	14	6	1	3	2	0	0	0	0	0	""	""	""	""	"S41D123_a_STD"
"S33D98_a"	"STD"	"IMG_3393.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	24	6	4	5	10	0	0	0	0	0	NA	"S33D98_a_STD"	"3/11/16"	2016-04-12	32	"a"	24	6	4	5	10	0	0	0	0	0	""	""	""	""	"S33D98_a_STD"
"S55D164_a"	"STD"	"IMG_3394.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	18	6	1	3	6	0	0	0	0	0	NA	"S55D164_a_STD"	"3/8/16"	2016-04-12	35	"a"	18	6	1	3	6	0	0	0	0	0	""	""	""	""	"S55D164_a_STD"
"S29D85_a"	"STD"	"IMG_3395.JPG"	NA	NA	NA	NA	2016-02-26	2016-04-12	46	"a"	24	6	4	2	10	0	0	0	0	0	NA	"S29D85_a_STD"	"2/26/16"	2016-04-12	46	"a"	24	6	4	2	10	0	0	0	0	0	""	""	""	""	"S29D85_a_STD"
"S49D145_b"	"STD"	"IMG_3396.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	24	6	4	2	5	0	0	0	0	0	NA	"S49D145_b_STD"	"3/21/16"	2016-04-12	22	"b"	24	6	4	2	5	0	0	0	0	0	""	""	""	""	"S49D145_b_STD"
"S31D92_b"	"STD"	"IMG_3397.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	16	6	4	2	4	0	0	0	0	0	NA	"S31D92_b_STD"	"3/15/16"	2016-04-12	28	"b"	16	6	4	2	4	0	0	0	0	0	""	""	""	""	"S31D92_b_STD"
"S31D93_a"	"STD"	"IMG_3398.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	19	6	4	2	9	0	0	0	0	0	NA	"S31D93_a_STD"	"3/15/16"	2016-04-12	28	"a"	19	6	4	2	9	0	0	0	0	0	""	""	""	""	"S31D93_a_STD"
"S47D140_b"	"STD"	"IMG_3399.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	20	6	4	2	7	0	0	0	0	0	NA	"S47D140_b_STD"	"3/15/16"	2016-04-12	28	"b"	20	6	4	2	7	0	0	0	0	0	""	""	""	""	"S47D140_b_STD"
"S47D139_a"	"STD"	"IMG_3400.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	17	6	4	2	6	0	0	0	0	0	NA	"S47D139_a_STD"	"3/8/16"	2016-04-12	35	"a"	17	6	4	2	6	0	0	0	0	0	""	""	""	""	"S47D139_a_STD"
"S45D135_a"	"STD"	"IMG_3401.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	18	6	4	2	8	1	0	0	0	0	NA	"S45D135_a_STD"	"3/8/16"	2016-04-12	35	"a"	18	6	4	2	8	1	0	0	0	0	""	""	""	""	"S45D135_a_STD"
"S45D134_b"	"STD"	"IMG_3402.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	24	6	4	2	1	0	0	0	0	0	NA	"S45D134_b_STD"	"3/11/16"	2016-04-12	32	"b"	24	6	4	2	1	0	0	0	0	0	""	""	""	""	"S45D134_b_STD"
"S59D177_a"	"STD"	"IMG_3403.JPG"	"yes"	272	NA	NA	2016-03-11	2016-04-12	17	"a"	15	6	2	7	5	0	0	0	0	0	NA	"S59D177_a_STD"	"3/11/16"	2016-04-12	17	"a"	15	6	2	7	5	0	0	0	0	0	""	""	""	""	"S59D177_a_STD"
"S33D97_a"	"STD"	"IMG_3404.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	24	6	2	7	6	0	0	0	0	0	NA	"S33D97_a_STD"	"3/5/16"	2016-04-12	38	"a"	24	6	2	7	6	0	0	0	0	0	""	""	""	""	"S33D97_a_STD"
"S29D85_b"	"STD"	"IMG_3405.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"b"	16	6	2	7	7	1	0	0	0	0	NA	"S29D85_b_STD"	"3/8/16"	2016-04-12	35	"b"	16	6	2	7	7	1	0	0	0	0	""	""	""	""	"S29D85_b_STD"
"S35D103_a"	"STD"	"IMG_3406.JPG"	NA	NA	NA	NA	2016-03-04	2016-04-12	39	"a"	18	6	2	7	8	0	0	0	0	0	NA	"S35D103_a_STD"	"3/4/16"	2016-04-12	39	"a"	18	6	2	7	8	0	0	0	0	0	""	""	""	""	"S35D103_a_STD"
"S41D123_b"	"STD"	"IMG_3407.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"b"	16	6	2	7	9	0	0	0	0	0	NA	"S41D123_b_STD"	"3/11/16"	2016-04-12	32	"b"	16	6	2	7	9	0	0	0	0	0	""	""	""	""	"S41D123_b_STD"
"S41D121_a"	"STD"	"IMG_3408.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	20	6	1	3	7	0	0	0	0	0	NA	"S41D121_a_STD"	"3/5/16"	2016-04-12	38	"a"	20	6	1	3	7	0	0	0	0	0	""	""	""	""	"S41D121_a_STD"
"S49D145_a"	"STD"	"IMG_3409.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	16	6	1	3	9	0	0	0	0	0	NA	"S49D145_a_STD"	"3/11/16"	2016-04-12	32	"a"	16	6	1	3	9	0	0	0	0	0	""	""	""	""	"S49D145_a_STD"
"S59D177_b"	"STD"	"IMG_3410.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"b"	22	6	2	7	10	0	0	0	0	0	NA	"S59D177_b_STD"	"3/5/16"	2016-04-12	38	"b"	22	6	2	7	10	0	0	0	0	0	""	""	""	""	"S59D177_b_STD"
"S57D171_b"	"STD"	"IMG_3411.JPG"	NA	NA	NA	NA	2016-03-24	2016-04-12	19	"b"	24	6	1	3	8	0	0	0	0	0	NA	"S57D171_b_STD"	"3/24/16"	2016-04-12	19	"b"	24	6	1	3	8	0	0	0	0	0	""	""	""	""	"S57D171_b_STD"
"S47D140_a"	"STD"	"IMG_3412.JPG"	NA	NA	NA	NA	2016-03-05	2016-04-12	38	"a"	15	6	1	3	10	0	0	0	0	0	NA	"S47D140_a_STD"	"3/5/16"	2016-04-12	38	"a"	15	6	1	3	10	0	0	0	0	0	""	""	""	""	"S47D140_a_STD"
"S27D80_b"	"STD"	"IMG_3413.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"b"	24	6	1	3	4	0	0	0	0	0	NA	"S27D80_b_STD"	"3/15/16"	2016-04-12	28	"b"	24	6	1	3	4	0	0	0	0	0	""	""	""	""	"S27D80_b_STD"
"S31D92_a"	"STD"	"IMG_3414.JPG"	"yes"	660	NA	NA	2016-03-11	2016-04-12	32	"a"	15	6	1	3	3	0	0	0	0	0	NA	"S31D92_a_STD"	"3/11/16"	2016-04-12	32	"a"	15	6	1	3	3	0	0	0	0	0	""	""	""	""	"S31D92_a_STD"
"S17D51_a"	"STD"	"IMG_3415.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	24	6	4	5	8	0	0	0	0	0	NA	"S17D51_a_STD"	"3/11/16"	2016-04-12	32	"a"	24	6	4	5	8	0	0	0	0	0	""	""	""	""	"S17D51_a_STD"
"S17D49_a"	"STD"	"IMG_3416.JPG"	NA	NA	NA	NA	2016-03-02	2016-04-12	41	"a"	20	6	4	5	6	0	0	0	0	0	NA	"S17D49_a_STD"	"3/2/16"	2016-04-12	41	"a"	20	6	4	5	6	0	0	0	0	0	""	""	""	""	"S17D49_a_STD"
"S3D7_b"	"STD"	"IMG_3417.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	17	6	4	5	4	0	0	0	0	0	NA	"S3D7_b_STD"	"3/21/16"	2016-04-12	22	"b"	17	6	4	5	4	0	0	0	0	0	""	""	""	""	"S3D7_b_STD"
"S23D67_b"	"STD"	"IMG_3418.JPG"	NA	NA	NA	NA	2016-03-28	2016-04-12	15	"b"	24	6	4	5	5	0	0	0	0	0	NA	"S23D67_b_STD"	"3/28/16"	2016-04-12	15	"b"	24	6	4	5	5	0	0	0	0	0	""	""	""	""	"S23D67_b_STD"
"S5D15_b"	"STD"	"IMG_3419.JPG"	NA	NA	NA	NA	2016-03-21	2016-04-12	22	"b"	19	6	4	5	3	0	0	0	0	0	NA	"S5D15_b_STD"	"3/21/16"	2016-04-12	22	"b"	19	6	4	5	3	0	0	0	0	0	""	""	""	""	"S5D15_b_STD"
"S19D56_a"	"STD"	"IMG_3420.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	16	6	4	5	1	0	0	0	0	0	NA	"S19D56_a_STD"	"3/11/16"	2016-04-12	32	"a"	16	6	4	5	1	0	0	0	0	0	""	""	""	""	"S19D56_a_STD"
"S35D104_a"	"STD"	"IMG_3421.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	28	"a"	17	6	4	8	9	0	0	0	0	0	NA	"S35D104_a_STD"	"3/15/16"	2016-04-12	28	"a"	17	6	4	8	9	0	0	0	0	0	""	""	""	""	"S35D104_a_STD"
"S53D157_a"	"STD"	"IMG_3422.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	24	6	2	7	1	0	0	0	0	0	NA	"S53D157_a_STD"	"3/11/16"	2016-04-12	32	"a"	24	6	2	7	1	0	0	0	0	0	""	""	""	""	"S53D157_a_STD"
"S9D27_a"	"STD"	"IMG_3423.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	35	"a"	17	6	2	7	2	0	0	0	0	0	NA	"S9D27_a_STD"	"3/8/16"	2016-04-12	35	"a"	17	6	2	7	2	0	0	0	0	0	""	""	""	""	"S9D27_a_STD"
"S61D181_b"	"STD"	"IMG_3426.JPG"	NA	NA	NA	NA	2016-03-08	2016-04-12	20	"b"	18	6	2	7	3	0	0	0	0	0	NA	"S61D181_b_STD"	"3/8/16"	2016-04-12	20	"b"	18	6	2	7	3	0	0	0	0	0	""	""	""	""	"S61D181_b_STD"
"S3D8_a"	"STD"	"IMG_3427.JPG"	NA	NA	NA	NA	2016-03-11	2016-04-12	32	"a"	18	6	4	5	2	0	0	0	0	0	NA	"S3D8_a_STD"	"3/11/16"	2016-04-12	32	"a"	18	6	4	5	2	0	0	0	0	0	""	""	""	""	"S3D8_a_STD"
"S61D182_b"	"STD"	"IMG_3428.JPG"	NA	NA	NA	NA	2016-03-15	2016-04-12	13	"b"	24	6	2	7	4	0	0	0	0	0	NA	"S61D182_b_STD"	"3/15/16"	2016-04-12	13	"b"	24	6	2	7	4	0	0	0	0	0	""	""	""	""	"S61D182_b_STD"
